"定点報告疾患 週報告分 保健所別"
"東京都"
"集計期間開始週","2009年37週"
"集計期間終了週","2009年37週"
"性別","男性"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","","","","","",""
"中央区","7","0","0","0","4","0","0","0","0","0","2","2","0","0","0","3","0","0","0","0","","","","","",""
"みなと","29","1","3","0","22","0","5","0","2","0","3","1","0","0","0","0","0","0","0","0","","","","","",""
"新宿区","37","0","0","0","8","0","1","1","0","0","2","0","1","0","0","0","0","0","1","0","","","","","",""
"文京","16","0","0","2","1","0","2","0","0","0","0","0","0","0","0","1","0","0","0","0","","","","","",""
"台東","14","2","0","0","10","1","2","0","2","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","30","0","0","0","3","0","1","0","1","0","1","0","2","0","0","0","0","0","0","0","","","","","",""
"江東区","29","0","0","1","18","0","7","0","1","0","3","2","0","0","0","0","0","0","0","0","","","","","",""
"品川区","31","0","1","0","14","0","5","0","2","0","5","2","0","0","0","0","0","0","0","0","","","","","",""
"目黒区","7","0","0","0","3","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"大田区","49","1","1","4","35","1","7","0","3","0","3","5","0","0","0","0","0","0","0","0","","","","","",""
"世田谷","74","0","0","1","9","3","6","0","1","0","2","0","1","0","0","0","0","0","0","0","","","","","",""
"渋谷区","7","0","0","1","3","0","2","1","1","0","4","0","0","0","0","0","0","0","0","0","","","","","",""
"中野区","38","0","0","0","11","0","3","0","1","0","2","1","0","0","0","1","0","0","0","0","","","","","",""
"杉並","41","0","0","0","15","0","1","1","3","0","2","1","0","0","0","0","0","0","0","0","","","","","",""
"池袋","11","0","0","0","1","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北区","13","0","0","0","1","4","1","0","1","0","1","1","0","0","0","0","0","0","0","0","","","","","",""
"荒川区","11","1","0","1","1","0","6","0","0","0","1","0","0","0","0","1","0","0","0","0","","","","","",""
"板橋区","52","0","0","0","6","0","5","0","1","0","1","3","0","0","0","0","0","0","0","0","","","","","",""
"練馬区","48","0","0","2","5","0","1","0","2","0","1","3","0","0","0","0","0","0","0","0","","","","","",""
"足立","25","0","0","2","3","0","5","1","3","0","2","2","1","0","1","0","0","0","0","0","","","","","",""
"葛飾区","30","0","0","0","1","5","1","0","5","0","3","0","0","0","0","0","0","0","2","1","","","","","",""
"江戸川","45","0","0","9","8","0","7","1","3","0","11","1","0","0","0","0","0","0","0","0","","","","","",""
"八王子市","78","1","0","4","16","0","4","1","2","0","6","5","0","0","0","0","0","0","0","0","","","","","",""
"町田市","31","0","0","8","16","1","2","1","3","0","16","6","1","0","0","0","0","0","0","0","","","","","",""
"西多摩","25","0","0","0","6","2","2","0","1","0","1","6","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","32","0","0","1","3","0","5","1","2","0","3","2","0","0","0","0","0","0","0","0","","","","","",""
"多摩立川","22","0","0","0","4","1","3","0","2","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩府中","40","0","0","0","3","0","1","1","3","0","3","2","0","0","0","0","0","0","1","0","","","","","",""
"多摩小平","39","1","0","4","23","1","3","1","1","0","1","0","0","0","0","4","0","0","0","0","","","","","",""
"島しょ","0","0","0","1","0","0","4","0","1","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","921","7","5","41","253","19","94","12","47","0","80","45","6","0","1","10","0","0","5","1","","","","","",""


"定点報告疾患 週報告分 保健所別"
"東京都"
"集計期間開始週","2009年37週"
"集計期間終了週","2009年37週"
"性別","女性"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","","","","","",""
"中央区","5","0","0","0","2","0","2","0","3","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"みなと","21","1","2","1","16","0","4","0","3","2","6","1","0","0","0","0","0","0","0","0","","","","","",""
"新宿区","27","2","0","1","3","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"文京","21","0","0","0","2","0","4","0","0","0","0","1","0","0","0","0","0","0","0","0","","","","","",""
"台東","8","1","0","1","6","0","4","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","9","0","0","0","4","0","1","0","1","0","1","1","1","0","0","0","0","0","0","0","","","","","",""
"江東区","29","0","0","1","16","1","4","0","2","0","0","2","0","0","0","1","0","0","0","0","","","","","",""
"品川区","29","0","0","2","13","0","4","0","2","0","1","1","0","0","0","0","0","0","0","0","","","","","",""
"目黒区","5","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"大田区","36","0","0","4","20","0","7","0","6","0","3","0","0","0","0","0","0","0","0","0","","","","","",""
"世田谷","61","0","0","1","6","0","1","2","2","0","6","1","0","0","0","0","0","0","0","0","","","","","",""
"渋谷区","12","0","0","0","3","0","2","0","1","0","2","0","0","0","0","1","0","0","0","0","","","","","",""
"中野区","40","0","0","1","15","1","3","0","2","0","0","6","0","0","0","0","0","0","0","0","","","","","",""
"杉並","24","0","0","3","21","1","3","1","1","0","2","0","0","0","0","0","0","0","0","0","","","","","",""
"池袋","14","0","0","1","5","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北区","26","0","0","1","1","2","2","1","2","0","0","1","1","0","0","0","0","0","0","0","","","","","",""
"荒川区","10","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"板橋区","53","0","0","0","4","0","1","0","2","1","0","1","0","0","0","0","0","0","0","0","","","","","",""
"練馬区","38","0","0","1","3","0","3","0","3","0","3","5","0","0","0","2","0","0","0","0","","","","","",""
"足立","14","0","0","0","4","0","1","1","1","0","0","3","2","0","0","1","0","0","0","0","","","","","",""
"葛飾区","21","0","0","6","6","5","1","1","2","0","1","2","0","0","0","0","0","0","3","0","","","","","",""
"江戸川","48","1","0","1","11","2","5","1","3","0","7","2","0","0","0","0","0","0","0","0","","","","","",""
"八王子市","63","1","0","6","24","1","6","1","1","0","8","6","0","0","0","0","0","0","0","0","","","","","",""
"町田市","26","0","0","2","7","2","2","1","4","0","10","3","1","0","0","0","0","0","0","0","","","","","",""
"西多摩","19","0","0","1","3","0","1","0","2","0","1","3","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","26","0","0","0","3","0","2","0","3","1","7","6","1","0","0","0","0","0","0","0","","","","","",""
"多摩立川","18","0","1","1","4","0","2","0","0","0","0","0","1","0","0","0","0","0","0","0","","","","","",""
"多摩府中","40","0","0","3","0","0","1","0","1","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩小平","24","2","0","2","9","0","10","0","1","0","3","1","0","0","0","3","0","0","0","0","","","","","",""
"島しょ","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","775","8","3","41","216","16","77","9","50","4","63","46","7","0","0","8","0","0","4","0","","","","","",""


"定点報告疾患 週報告分 保健所別"
"東京都"
"集計期間開始週","2009年37週"
"集計期間終了週","2009年37週"
"性別","男女合計"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","18","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","4","3","0","2","2","0"
"中央区","12","0","0","0","6","0","2","0","3","0","2","2","0","0","0","3","0","0","0","0","4","3","1","0","0","0"
"みなと","50","2","5","1","38","0","9","0","5","2","9","2","0","0","0","0","0","0","0","0","8","6","0","1","1","0"
"新宿区","64","2","0","1","11","0","1","1","0","0","3","0","1","0","0","0","0","0","1","0","9","6","2","2","2","0"
"文京","37","0","0","2","3","0","6","0","0","0","0","1","0","0","0","1","0","0","0","0","5","3","1","1","1","0"
"台東","22","3","0","1","16","1","6","0","3","0","0","0","0","0","0","0","0","0","0","0","5","3","0","0","0","0"
"墨田区","39","0","0","0","7","0","2","0","2","0","2","1","3","0","0","0","0","0","0","0","6","3","1","1","1","0"
"江東区","58","0","0","2","34","1","11","0","3","0","3","4","0","0","0","1","0","0","0","0","9","4","1","0","0","0"
"品川区","60","0","1","2","27","0","9","0","4","0","6","3","0","0","0","0","0","0","0","0","10","6","1","0","0","0"
"目黒区","12","0","0","0","4","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","6","3","1","0","0","0"
