"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2022年10週
"集計期間終了週",2022年10週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","1","0","1","409"
"RSウイルス感染症","8","2","10","258"
"咽頭結膜熱","7","2","9","258"
"Ａ群溶血性レンサ球菌咽頭炎","20","17","37","258"
"感染性胃腸炎","534","487","1021","258"
"水痘","6","4","10","258"
"手足口病","2","3","5","258"
"伝染性紅斑","2","1","3","258"
"突発性発しん","19","32","51","258"
"ヘルパンギーナ","1","1","2","258"
"流行性耳下腺炎","5","6","11","258"
"不明発しん症","3","1","4","258"
"川崎病","1","1","2","258"
"急性出血性結膜炎","0","0","0","38"
"流行性角結膜炎","7","1","8","38"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","0","1","1","25"
"マイコプラズマ肺炎","0","0","0","25"
"クラミジア肺炎(オウム病は除く)","1","0","1","25"
"感染性胃腸炎（ロタウイルス）","1","0","1","25"
"インフルエンザ入院","0","0","0","25"
