"定点報告疾患 月報告分 保健所別"
"東京都"
"集計期間開始月","2011年8月"
"集計期間終了月","2011年8月"
"性別","男性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","薬剤耐性アシネトバクター感染症","STD定点","基幹定点"
"千代田","7","0","1","9","0","0","0","0","0","0","",""
"中央区","8","5","0","2","0","0","0","0","0","0","",""
"みなと","13","30","7","4","0","3","4","1","0","0","",""
"新宿区","30","12","24","35","0","5","11","1","0","0","",""
"文京","5","2","2","8","0","0","5","1","0","0","",""
"台東","0","0","0","0","0","0","0","0","0","0","",""
"墨田区","6","2","1","4","0","0","6","3","0","0","",""
"江東区","11","6","4","12","0","0","0","0","0","0","",""
"品川区","1","0","0","2","0","0","0","0","0","0","",""
"目黒区","0","0","0","0","0","0","0","0","0","0","",""
"大田区","2","0","0","0","0","0","1","0","0","0","",""
"世田谷","0","0","0","0","0","0","4","1","0","0","",""
"渋谷区","14","4","3","7","0","0","2","0","0","0","",""
"中野区","6","1","0","1","0","1","0","0","0","0","",""
"杉並","4","0","0","1","0","0","0","0","0","0","",""
"池袋","13","9","9","4","0","0","2","2","0","0","",""
"北区","1","0","2","0","0","0","0","0","0","0","",""
"荒川区","0","0","0","0","0","0","0","0","0","0","",""
"板橋区","2","0","0","0","0","1","1","0","0","0","",""
"練馬区","0","0","0","0","0","0","0","0","0","0","",""
"足立","3","1","0","2","0","0","0","0","0","0","",""
"葛飾区","0","0","0","0","0","0","3","6","0","0","",""
"江戸川","5","0","0","0","0","0","0","0","0","0","",""
"八王子市","0","0","0","0","0","0","1","0","0","0","",""
"町田市","0","0","0","0","0","0","0","0","0","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","0","",""
"南多摩","0","0","0","0","0","0","0","0","0","0","",""
"多摩立川","1","0","0","0","0","0","0","0","0","0","",""
"多摩府中","0","0","0","0","0","0","34","13","2","0","",""
"多摩小平","0","0","0","0","0","0","1","2","0","0","",""
"島しょ","0","0","0","0","0","0","0","0","0","0","",""
"合計","132","72","53","91","0","10","75","30","2","0","",""


"定点報告疾患 月報告分 保健所別"
"東京都"
"集計期間開始月","2011年8月"
"集計期間終了月","2011年8月"
"性別","女性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","薬剤耐性アシネトバクター感染症","STD定点","基幹定点"
"千代田","2","0","0","1","0","0","0","0","0","0","",""
"中央区","3","0","0","0","0","0","0","0","0","0","",""
"みなと","11","4","1","1","2","0","5","0","0","0","",""
"新宿区","9","10","7","8","0","0","8","2","0","0","",""
"文京","0","0","0","0","0","0","2","0","0","0","",""
"台東","4","0","0","0","0","0","0","0","0","0","",""
"墨田区","0","0","2","0","0","2","2","0","0","0","",""
"江東区","1","1","0","0","0","0","0","0","0","0","",""
"品川区","0","0","0","0","0","0","0","0","0","0","",""
"目黒区","0","0","0","0","0","0","0","0","0","0","",""
"大田区","4","0","0","0","0","0","2","0","0","0","",""
"世田谷","0","0","0","0","0","0","3","0","0","0","",""
"渋谷区","8","7","3","1","0","0","0","0","0","0","",""
"中野区","2","0","0","1","1","0","0","0","0","0","",""
"杉並","2","0","0","1","0","0","0","0","0","0","",""
"池袋","9","6","1","2","2","0","3","1","0","0","",""
"北区","0","0","1","0","0","0","0","0","0","0","",""
"荒川区","3","0","3","0","0","0","0","0","0","0","",""
"板橋区","8","2","0","1","0","0","0","0","0","0","",""
"練馬区","0","0","0","0","0","0","0","0","0","0","",""
"足立","0","0","1","0","0","0","0","0","0","0","",""
"葛飾区","0","0","0","0","0","0","3","4","0","0","",""
"江戸川","4","0","0","1","1","0","0","0","0","0","",""
"八王子市","10","0","2","1","0","0","0","0","0","0","",""
"町田市","5","1","0","0","1","0","0","0","0","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","0","",""
"南多摩","0","0","0","0","0","0","0","0","0","0","",""
"多摩立川","23","7","2","2","0","0","0","0","0","0","",""
"多摩府中","0","0","0","0","0","0","26","4","1","0","",""
"多摩小平","4","0","0","0","0","0","1","3","0","0","",""
"島しょ","0","0","0","0","0","0","0","0","0","0","",""
"合計","112","38","23","20","7","2","55","14","1","0","",""


"定点報告疾患 月報告分 保健所別"
"東京都"
"集計期間開始月","2011年8月"
"集計期間終了月","2011年8月"
"性別","男女合計"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","薬剤耐性アシネトバクター感染症","STD定点","基幹定点"
"千代田","9","0","1","10","0","0","0","0","0","0","2","2"
"中央区","11","5","0","2","0","0","0","0","0","0","3","0"
"みなと","24","34","8","5","2","3","9","1","0","0","2","1"
"新宿区","39","22","31","43","0","5","19","3","0","0","7","2"
"文京","5","2","2","8","0","0","7","1","0","0","1","1"
"台東","4","0","0","0","0","0","0","0","0","0","2","0"
"墨田区","6","2","3","4","0","2","8","3","0","0","2","1"
"江東区","12","7","4","12","0","0","0","0","0","0","2","0"
"品川区","1","0","0","2","0","0","0","0","0","0","1","0"
"目黒区","0","0","0","0","0","0","0","0","0","0","0","0"
"大田区","6","0","0","0","0","0","3","0","0","0","2","1"
"世田谷","0","0","0","0","0","0","7","1","0","0","0","2"
"渋谷区","22","11","6","8","0","0","2","0","0","0","5","1"
"中野区","8","1","0","2","1","1","0","0","0","0","2","1"
"杉並","6","0","0","2","0","0","0","0","0","0","2","1"
"池袋","22","15","10","6","2","0","5","3","0","0","3","1"
"北区","1","0","3","0","0","0","0","0","0","0","1","0"
"荒川区","3","0","3","0","0","0","0","0","0","0","1","0"
"板橋区","10","2","0","1","0","1","1","0","0","0","2","1"
"練馬区","0","0","0","0","0","0","0","0","0","0","0","0"
"足立","3","1","1","2","0","0","0","0","0","0","2","0"
"葛飾区","0","0","0","0","0","0","6","10","0","0","0","1"
"江戸川","9","0","0","1","1","0","0","0","0","0","2","0"
"八王子市","10","0","2","1","0","0","1","0","0","0","4","1"
"町田市","5","1","0","0","1","0","0","0","0","0","1","0"
"西多摩","0","0","0","0","0","0","0","0","0","0","0","1"
"南多摩","0","0","0","0","0","0","0","0","0","0","0","0"
"多摩立川","24","7","2","2","0","0","0","0","0","0","2","1"
"多摩府中","0","0","0","0","0","0","60","17","3","0","3","3"
"多摩小平","4","0","0","0","0","0","2","5","0","0","1","2"
"島しょ","0","0","0","0","0","0","0","0","0","0","0","1"
"合計","244","110","76","111","7","12","130","44","3","0","55","25"


