"定点報告疾患 月報告分 年齢別集計表"
"東京都"
"集計期間開始月","2015年2月"
"集計期間終了月","2015年2月"
"性別","男性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","9","2","0"
"1～4歳","0","0","0","0","0","0","4","5","0"
"5～9歳","0","0","0","0","0","0","1","1","0"
"10～14歳","0","0","0","0","0","0","3","0","0"
"15～19歳","0","0","0","1","0","1","0","0","0"
"20～24歳","16","2","6","11","0","1","1","0","0"
"25～29歳","20","2","10","14","0","2","0","0","0"
"30～34歳","18","9","18","18","0","3","1","0","0"
"35～39歳","20","17","7","9","0","6","0","0","0"
"40～44歳","13","10","10","11","0","2","1","0","0"
"45～49歳","8","8","9","3","0","1","1","0","0"
"50～54歳","4","10","2","2","0","1","3","0","0"
"55～59歳","4","7","0","2","0","0","1","0","0"
"60～64歳","1","3","3","2","0","0","2","0","0"
"65～69歳","0","1","0","0","0","0","2","2","0"
"70歳以上","0","2","2","0","0","0","20","8","1"
"合計","104","71","67","73","0","17","49","18","1"


"定点報告疾患 月報告分 年齢別集計表"
"東京都"
"集計期間開始月","2015年2月"
"集計期間終了月","2015年2月"
"性別","女性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","8","0","0"
"1～4歳","0","0","0","0","0","0","3","2","0"
"5～9歳","0","0","0","0","0","0","2","0","0"
"10～14歳","0","0","0","0","0","0","0","0","0"
"15～19歳","7","0","1","0","0","0","0","0","0"
"20～24歳","31","1","6","7","1","2","0","0","0"
"25～29歳","13","10","2","3","1","0","0","0","0"
"30～34歳","11","6","2","2","3","1","1","0","0"
"35～39歳","14","1","2","4","1","3","1","0","0"
"40～44歳","4","1","2","3","0","0","0","0","0"
"45～49歳","3","2","0","5","0","1","1","0","0"
"50～54歳","1","3","1","0","0","0","0","0","0"
"55～59歳","2","0","0","1","0","1","0","0","0"
"60～64歳","0","0","0","0","0","0","1","0","0"
"65～69歳","0","2","0","0","0","0","0","1","0"
"70歳以上","1","0","0","0","0","0","10","1","0"
"合計","87","26","16","25","6","8","27","4","0"


"定点報告疾患 月報告分 年齢別集計表"
"東京都"
"集計期間開始月","2015年2月"
"集計期間終了月","2015年2月"
"性別","男女合計"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","17","2","0"
"1～4歳","0","0","0","0","0","0","7","7","0"
"5～9歳","0","0","0","0","0","0","3","1","0"
"10～14歳","0","0","0","0","0","0","3","0","0"
"15～19歳","7","0","1","1","0","1","0","0","0"
"20～24歳","47","3","12","18","1","3","1","0","0"
"25～29歳","33","12","12","17","1","2","0","0","0"
"30～34歳","29","15","20","20","3","4","2","0","0"
"35～39歳","34","18","9","13","1","9","1","0","0"
"40～44歳","17","11","12","14","0","2","1","0","0"
"45～49歳","11","10","9","8","0","2","2","0","0"
"50～54歳","5","13","3","2","0","1","3","0","0"
"55～59歳","6","7","0","3","0","1","1","0","0"
"60～64歳","1","3","3","2","0","0","3","0","0"
"65～69歳","0","3","0","0","0","0","2","3","0"
"70歳以上","1","2","2","0","0","0","30","9","1"
"合計","191","97","83","98","6","25","76","22","1"
"定点数","55","55","55","55","55","55","24","24","24"


