"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2007年37週"
"集計期間終了週","2007年37週"
"性別","男性"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","1","1","2","12","22","0","12","2","10","0","0","1","0","0","0","0","1","1","0","0","0","0","0","","","","","",""
"区南部","0","0","1","9","52","4","12","0","6","3","0","7","0","2","0","0","0","1","0","0","0","0","0","","","","","",""
"区西南部","0","0","3","5","20","4","23","0","5","0","0","3","0","0","0","0","1","1","0","0","0","0","0","","","","","",""
"区西部","0","0","4","4","44","2","13","0","3","0","0","9","0","1","0","1","0","0","1","0","0","0","0","","","","","",""
"区西北部","0","0","2","6","22","1","8","2","7","0","0","7","0","1","0","0","0","2","0","0","0","0","0","","","","","",""
"区東北部","0","0","0","3","15","4","6","0","5","0","0","8","0","3","1","0","1","1","0","0","2","0","0","","","","","",""
"区東部","0","1","0","5","28","2","7","1","8","0","0","6","0","2","0","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","0","0","1","0","5","3","4","2","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","","","","","",""
"南多摩","0","0","0","25","68","3","12","10","9","1","0","9","1","1","3","0","0","0","0","0","0","0","0","","","","","",""
"北多摩西部","0","0","0","3","13","2","1","0","2","0","0","2","0","2","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩南部","0","0","0","0","8","0","2","1","4","0","0","1","1","1","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩北部","0","1","1","4","31","3","7","0","3","0","0","7","0","0","0","0","0","2","0","0","0","0","0","","","","","",""
"島しょ","0","0","0","0","0","0","5","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","1","3","14","76","328","28","112","18","63","4","0","61","2","13","4","1","3","9","1","0","2","0","0","","","","","",""


"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2007年37週"
"集計期間終了週","2007年37週"
"性別","女性"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","1","1","2","7","17","2","9","2","2","0","0","1","0","0","1","0","1","1","0","0","0","0","0","","","","","",""
"区南部","0","1","4","4","38","1","8","0","5","1","0","10","0","1","0","0","0","1","0","0","0","0","0","","","","","",""
"区西南部","0","0","4","4","15","2","13","1","6","0","0","4","0","0","0","0","1","1","0","0","0","0","0","","","","","",""
"区西部","0","1","5","8","37","2","4","2","5","0","0","8","0","1","1","1","0","2","1","0","1","0","0","","","","","",""
"区西北部","0","0","1","4","9","3","4","1","10","0","0","7","0","4","2","0","0","4","0","0","0","0","0","","","","","",""
"区東北部","0","0","1","9","11","2","2","1","5","1","0","6","0","3","1","0","2","2","0","0","2","0","0","","","","","",""
"区東部","0","1","1","3","43","2","7","1","5","0","0","2","0","2","1","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","0","0","1","0","8","1","2","1","1","1","0","0","0","0","0","0","0","1","0","0","0","0","0","","","","","",""
"南多摩","0","0","3","16","57","4","4","8","7","1","0","15","1","2","2","0","0","0","0","0","0","0","0","","","","","",""
"北多摩西部","0","0","0","3","3","2","3","1","2","0","0","2","0","2","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩南部","0","0","1","3","6","0","4","1","4","0","0","1","1","2","1","0","0","0","0","0","0","0","0","","","","","",""
"北多摩北部","0","1","1","6","24","1","2","0","6","0","0","6","0","2","0","0","0","5","0","0","0","0","0","","","","","",""
"島しょ","0","0","0","0","0","0","5","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","1","5","24","67","268","22","67","19","58","4","0","63","2","19","9","1","4","17","1","0","3","0","0","","","","","",""


"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2007年37週"
"集計期間終了週","2007年37週"
"性別","男女合計"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","1","2","2","19","39","2","21","2","12","0","0","2","0","0","1","0","1","2","0","0","0","0","0","27","19","2","4","4","0"
"区南部","0","1","5","13","90","5","20","0","11","4","0","17","0","3","0","0","0","2","0","0","0","0","0","26","15","3","1","1","0"
"区西南部","0","0","7","9","35","6","36","1","11","0","0","7","0","0","0","0","1","1","0","0","0","0","0","28","15","4","4","3","0"
"区西部","0","1","9","12","81","4","17","2","8","0","0","17","0","1","1","1","0","2","1","0","1","0","0","30","18","4","4","4","0"
"区西北部","0","0","3","10","31","4","12","3","17","0","0","14","0","5","2","0","0","6","0","0","0","0","0","36","19","6","2","2","0"
"区東北部","0","0","1","12","26","6","8","1","10","1","0","14","0","3","1","0","3","3","0","0","4","0","0","25","11","4","1","1","0"
"区東部","0","2","1","8","71","4","14","1","13","0","0","8","0","4","1","0","0","0","0","0","0","0","0","27","12","4","1","1","0"
"西多摩","0","0","2","0","13","4","6","3","2","1","0","0","0","0","0","0","0","1","0","0","0","0","0","9","5","1","1","1","0"
"南多摩","0","0","3","41","125","7","16","18","16","1","0","24","1","3","5","0","0","0","0","0","0","0","0","28","12","4","1","1","0"
"北多摩西部","0","0","0","3","16","2","4","1","2","0","0","2","0","2","0","0","0","0","0","0","0","0","0","13","6","2","1","1","0"
"北多摩南部","0","0","1","3","14","0","6","2","8","0","0","1","1","3","1","0","0","0","0","0","0","0","0","21","10","2","2","3","0"
"北多摩北部","0","2","2","10","55","4","9","0","9","0","0","13","0","2","0","0","0","7","0","0","0","0","0","14","6","2","2","2","0"
"島しょ","0","0","0","0","0","0","10","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","2","1","0","1","1","0"
"合計","1","8","36","140","596","48","179","34","119","7","0","120","2","26","12","1","5","24","1","0","5","0","0","286","149","38","25","25","0"


