"定点報告疾患 月報告分 年齢別集計表"
"東京都"
"集計期間開始月","2019年6月"
"集計期間終了月","2019年6月"
"性別","男性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","10","2","0"
"1～4歳","0","0","0","0","0","0","3","0","0"
"5～9歳","0","0","0","0","0","0","1","1","0"
"10～14歳","0","1","0","0","0","0","3","0","0"
"15～19歳","1","0","0","1","0","0","0","0","0"
"20～24歳","20","2","13","17","0","0","0","0","0"
"25～29歳","37","6","26","15","1","0","0","0","0"
"30～34歳","29","6","18","16","0","0","0","0","0"
"35～39歳","26","7","22","9","0","0","2","0","0"
"40～44歳","13","7","8","8","0","0","2","0","0"
"45～49歳","11","6","9","7","0","0","5","0","0"
"50～54歳","10","1","5","1","0","0","4","0","0"
"55～59歳","1","5","6","3","0","0","1","0","0"
"60～64歳","1","2","2","1","0","0","7","1","0"
"65～69歳","2","1","0","0","0","0","2","0","0"
"70歳以上","2","2","1","0","0","0","21","1","0"
"合計","153","46","110","78","1","0","61","5","0"


"定点報告疾患 月報告分 年齢別集計表"
"東京都"
"集計期間開始月","2019年6月"
"集計期間終了月","2019年6月"
"性別","女性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","4","0","0"
"1～4歳","0","0","0","0","0","0","1","1","0"
"5～9歳","0","0","0","0","0","0","0","0","0"
"10～14歳","0","0","0","0","0","0","1","0","0"
"15～19歳","5","2","0","0","2","0","0","0","0"
"20～24歳","29","4","9","7","3","0","0","0","0"
"25～29歳","19","3","11","3","2","0","0","0","0"
"30～34歳","12","5","12","1","1","0","1","0","0"
"35～39歳","7","5","1","2","1","0","1","0","0"
"40～44歳","0","0","0","0","1","0","0","0","0"
"45～49歳","5","1","0","1","1","0","0","0","0"
"50～54歳","5","0","1","1","0","0","1","0","0"
"55～59歳","0","0","1","1","0","0","0","0","0"
"60～64歳","0","0","0","1","0","0","3","0","0"
"65～69歳","0","0","1","1","0","0","3","0","0"
"70歳以上","0","0","0","0","1","0","10","2","0"
"合計","82","20","36","18","12","0","25","3","0"


"定点報告疾患 月報告分 年齢別集計表"
"東京都"
"集計期間開始月","2019年6月"
"集計期間終了月","2019年6月"
"性別","男女合計"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","14","2","0"
"1～4歳","0","0","0","0","0","0","4","1","0"
"5～9歳","0","0","0","0","0","0","1","1","0"
"10～14歳","0","1","0","0","0","0","4","0","0"
"15～19歳","6","2","0","1","2","0","0","0","0"
"20～24歳","49","6","22","24","3","0","0","0","0"
"25～29歳","56","9","37","18","3","0","0","0","0"
"30～34歳","41","11","30","17","1","0","1","0","0"
"35～39歳","33","12","23","11","1","0","3","0","0"
"40～44歳","13","7","8","8","1","0","2","0","0"
"45～49歳","16","7","9","8","1","0","5","0","0"
"50～54歳","15","1","6","2","0","0","5","0","0"
"55～59歳","1","5","7","4","0","0","1","0","0"
"60～64歳","1","2","2","2","0","0","10","1","0"
"65～69歳","2","1","1","1","0","0","5","0","0"
"70歳以上","2","2","1","0","1","0","31","3","0"
"合計","235","66","146","96","13","0","86","8","0"
"定点数","54","54","54","54","54","54","25","25","25"


