"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2007年29週"
"集計期間終了週","2007年29週"
"性別","男性"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","0","0","6","9","27","3","19","5","3","0","0","51","0","2","0","0","0","4","0","0","0","0","1","","","","","",""
"区南部","0","0","11","6","35","5","17","3","7","0","0","46","1","5","0","0","0","2","0","0","0","0","0","","","","","",""
"区西南部","0","0","0","9","14","9","32","8","3","0","0","34","0","5","0","0","0","0","0","0","0","0","0","","","","","",""
"区西部","0","2","14","14","41","5","10","4","4","0","0","33","0","2","1","0","0","0","0","0","0","0","0","","","","","",""
"区西北部","0","0","6","11","15","1","10","1","4","0","0","28","0","8","1","0","0","1","0","0","0","0","0","","","","","",""
"区東北部","0","0","3","4","23","2","18","3","3","0","0","34","0","4","1","0","0","0","0","0","1","1","0","","","","","",""
"区東部","0","0","3","12","35","4","23","3","6","0","0","76","0","3","2","0","0","1","0","3","0","0","2","","","","","",""
"西多摩","0","0","0","3","9","1","2","4","0","0","0","9","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","3","1","2","33","38","13","30","11","10","0","0","80","1","5","7","1","0","0","0","0","0","0","0","","","","","",""
"北多摩西部","0","0","0","3","12","4","2","0","0","0","0","6","1","1","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩南部","0","0","1","2","15","5","26","0","10","0","0","10","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩北部","0","0","2","3","22","3","13","0","2","0","0","35","0","1","0","0","0","1","0","0","0","0","0","","","","","",""
"島しょ","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","3","3","48","109","289","55","202","42","52","0","0","442","3","37","12","1","0","9","0","3","1","1","3","","","","","",""


"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2007年29週"
"集計期間終了週","2007年29週"
"性別","女性"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","0","0","2","5","25","2","19","1","4","0","0","52","2","2","0","0","0","1","0","0","0","0","1","","","","","",""
"区南部","0","0","7","12","30","5","14","1","8","0","0","38","1","3","1","0","0","2","0","0","0","0","0","","","","","",""
"区西南部","0","0","1","5","16","10","17","3","1","0","0","33","0","1","1","0","0","0","0","0","0","0","0","","","","","",""
"区西部","0","2","7","14","46","4","6","1","4","0","0","22","0","2","1","0","0","1","0","0","0","0","0","","","","","",""
"区西北部","0","0","3","10","27","4","14","3","4","0","0","45","0","5","1","0","0","1","0","0","0","0","0","","","","","",""
"区東北部","0","0","2","3","10","1","18","1","2","0","0","37","1","3","3","0","0","0","0","0","1","1","0","","","","","",""
"区東部","0","0","2","13","32","6","15","3","4","0","0","97","0","5","2","0","0","1","0","3","0","0","2","","","","","",""
"西多摩","0","0","0","3","10","4","4","4","1","0","0","7","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","1","1","1","19","42","6","29","6","11","0","0","72","1","3","5","1","0","0","0","0","0","0","0","","","","","",""
"北多摩西部","0","0","0","3","7","1","2","1","0","0","0","8","1","1","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩南部","0","0","1","6","11","7","15","2","5","0","0","8","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩北部","0","0","1","12","9","1","12","2","3","0","0","33","0","2","1","0","0","1","0","0","0","0","0","","","","","",""
"島しょ","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","1","3","27","105","268","51","165","28","47","0","0","452","6","28","15","1","0","7","0","3","1","1","3","","","","","",""


"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2007年29週"
"集計期間終了週","2007年29週"
"性別","男女合計"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","0","0","8","14","52","5","38","6","7","0","0","103","2","2","0","0","0","5","0","0","0","0","1","27","19","2","4","4","0"
"区南部","0","0","18","18","65","10","31","4","15","0","0","84","1","8","1","0","0","2","0","0","0","0","0","25","15","3","1","1","0"
"区西南部","0","0","1","14","30","19","49","11","4","0","0","67","0","6","1","0","0","0","0","0","0","0","0","28","15","4","4","3","0"
"区西部","0","2","21","28","87","9","16","5","4","0","0","55","0","4","2","0","0","1","0","0","0","0","0","30","18","4","4","4","0"
"区西北部","0","0","9","21","42","5","24","4","8","0","0","73","0","13","2","0","0","2","0","0","0","0","0","37","19","6","2","2","0"
"区東北部","0","0","5","7","33","3","36","4","5","0","0","71","1","7","4","0","0","0","0","0","2","2","0","25","11","4","1","1","0"
"区東部","0","0","5","25","67","10","38","6","10","0","0","173","0","8","2","0","0","1","0","3","0","0","2","27","12","4","1","1","0"
"西多摩","0","0","0","6","19","5","6","8","1","0","0","16","0","0","0","0","0","0","0","0","0","0","0","9","5","1","1","1","0"
"南多摩","4","1","3","52","80","19","59","17","21","0","0","152","1","8","12","1","0","0","0","0","0","0","0","28","12","4","1","1","0"
"北多摩西部","0","0","0","3","19","5","2","1","0","0","0","14","1","2","0","0","0","0","0","0","0","0","0","13","6","2","1","1","0"
"北多摩南部","0","0","2","8","26","12","41","2","15","0","0","18","0","2","0","0","0","0","0","0","0","0","0","21","10","3","2","3","0"
"北多摩北部","0","0","3","15","31","4","25","2","5","0","0","68","0","3","1","0","0","1","0","0","0","0","0","14","6","2","2","2","0"
"島しょ","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","1","1","0"
"合計","4","3","75","211","557","106","365","70","95","0","0","894","6","63","25","1","0","12","0","3","2","2","3","286","149","39","25","25","0"


