"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2023年32週"
"集計期間終了週","2023年32週"
"性別","男性"

"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","22","137","7","7","12","23","2","13","0","3","10","3","0","0","0","2","0","0","0","0","0","0","","","","","",""
"区南部","37","110","8","4","9","13","0","7","0","1","20","1","3","0","0","0","0","0","0","0","0","0","","","","","",""
"区西南部","24","156","10","20","22","42","1","1","0","1","13","1","2","0","0","0","0","0","0","0","0","0","","","","","",""
"区西部","15","164","8","8","12","25","0","5","0","0","6","1","0","1","0","7","0","0","0","0","0","0","","","","","",""
"区西北部","26","284","4","3","19","35","3","7","0","3","24","1","0","0","0","1","0","0","0","0","0","0","","","","","",""
"区東北部","11","176","6","7","9","56","1","2","0","0","15","0","2","0","0","0","0","0","0","0","0","1","","","","","",""
"区東部","32","245","2","21","11","26","0","10","0","3","14","0","0","0","0","0","0","0","0","0","0","1","","","","","",""
"西多摩","5","34","0","1","1","2","0","2","0","0","3","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","12","175","5","3","8","70","1","7","0","2","27","0","0","0","0","0","0","0","0","0","0","1","","","","","",""
"北多摩西部","5","106","1","0","13","12","1","7","0","1","11","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩南部","15","176","6","2","21","36","1","2","0","2","14","2","2","0","0","1","0","0","0","0","0","0","","","","","",""
"北多摩北部","9","103","3","6","3","30","1","6","0","1","9","0","0","0","0","1","0","0","0","0","0","0","","","","","",""
"島しょ","0","35","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","213","1901","60","82","140","370","11","69","0","17","169","9","9","1","0","12","0","0","0","0","0","3","","","","","",""


"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2023年32週"
"集計期間終了週","2023年32週"
"性別","女性"

"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","20","152","5","3","11","26","1","8","0","3","10","3","0","0","0","2","0","0","0","0","0","0","","","","","",""
"区南部","33","114","5","3","5","16","0","4","0","1","13","1","3","1","0","0","0","0","0","0","0","0","","","","","",""
"区西南部","12","191","9","16","8","33","1","2","1","1","24","1","3","0","0","0","0","0","0","0","0","0","","","","","",""
"区西部","14","185","6","6","12","34","3","4","0","1","7","1","0","1","0","3","0","0","0","0","0","0","","","","","",""
"区西北部","30","360","7","4","23","42","4","8","0","3","18","1","0","0","0","1","0","0","0","0","0","0","","","","","",""
"区東北部","14","228","10","4","3","46","1","3","0","1","14","0","1","0","0","0","0","0","0","0","0","1","","","","","",""
"区東部","35","264","7","10","13","14","0","7","0","6","13","0","1","0","0","0","0","0","0","0","0","1","","","","","",""
"西多摩","4","43","2","1","1","2","1","2","0","0","5","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","10","200","5","1","16","52","1","4","0","5","17","0","0","0","0","2","0","0","0","0","0","1","","","","","",""
"北多摩西部","10","93","3","0","10","6","1","4","0","3","11","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩南部","9","181","3","1","21","25","3","5","0","3","15","2","1","1","0","1","0","0","0","0","0","0","","","","","",""
"北多摩北部","12","97","1","6","10","30","1","1","0","1","3","0","0","0","0","1","0","0","0","0","0","0","","","","","",""
"島しょ","0","36","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","203","2144","63","55","133","326","17","52","1","29","151","9","9","3","0","10","0","0","0","0","0","3","","","","","",""


"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2023年32週"
"集計期間終了週","2023年32週"
"性別","男女合計"

"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","42","289","12","10","23","49","3","21","0","6","20","3","0","0","0","2","0","0","0","0","0","0","31","20","2","4","4","0"
"区南部","70","224","13","7","14","29","0","11","0","2","33","1","3","1","0","0","0","0","0","0","0","0","28","18","2","1","1","0"
"区西南部","36","347","19","36","30","75","1","3","1","1","37","1","5","0","0","0","0","0","0","0","0","0","35","22","3","3","3","0"
"区西部","29","349","14","14","24","59","3","9","0","1","13","1","0","1","0","10","0","0","0","0","0","0","36","22","4","4","4","0"
"区西北部","56","644","11","7","42","77","7","15","0","6","42","1","0","0","0","2","0","0","0","0","0","0","55","34","6","2","2","0"
"区東北部","25","404","16","11","12","102","2","5","0","1","29","0","3","0","0","0","0","0","0","0","0","1","38","24","4","1","1","0"
"区東部","67","509","9","31","24","40","0","17","0","9","27","0","1","0","0","0","0","0","0","0","0","2","39","25","2","1","1","0"
"西多摩","9","77","2","1","1","4","1","4","0","0","8","0","0","0","0","0","0","0","0","0","0","0","13","7","1","1","1","0"
"南多摩","22","375","10","4","24","122","2","11","0","7","44","0","0","0","0","2","0","0","0","0","0","1","45","28","4","1","1","0"
"北多摩西部","15","199","4","0","23","18","2","11","0","4","22","0","0","0","0","0","0","0","0","0","0","0","21","14","2","1","1","0"
"北多摩南部","24","357","9","3","42","61","4","7","0","5","29","2","3","1","0","1","0","0","0","0","0","0","33","21","3","3","3","0"
"北多摩北部","21","200","4","12","13","60","1","7","0","2","12","0","0","0","0","1","0","0","0","0","0","0","21","14","2","2","2","0"
"島しょ","0","71","0","0","0","0","0","0","0","1","4","0","0","0","0","0","0","0","0","0","0","0","2","1","0","1","1","0"
"合計","416","4045","123","136","272","696","26","121","1","45","320","9","15","3","0","18","0","0","0","0","0","4","397","250","35","25","25","0"


