"定点報告疾患 週報告分 年齢別集計表"
"東京都"
"集計期間開始週","2025年27週"
"集計期間終了週","2025年27週"
"性別","男性"

"*急性呼吸器感染症（ARI）の「～5ヶ月」は「0歳」、「1歳」は「1～4歳」、「5歳」は「5～9歳」と読み替えてください。"
"*小児科定点把握対象疾患のうち「20-29歳」は「20歳以上」と読み替えてください。"
"*眼科疾患のうち、「70-79歳」は「70歳以上」と読み替えてください。"

"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","急性呼吸器感染症（ARI）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）","ＩＣＵ入室（COVID-19入院）","人工呼吸器の利用（COVID-19入院）","いずれにも該当せず（COVID-19入院）"
"～5ヶ月","1","1","878","2","1","1","8","0","2","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"～1歳","0","3","*","4","4","1","77","0","13","0","10","12","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1歳","1","4","4440","13","22","16","114","1","24","4","18","37","0","5","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2歳","0","2","*","7","16","27","87","3","6","13","7","25","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3歳","2","1","*","2","7","35","82","3","2","8","4","14","2","0","0","0","0","0","0","2","0","0","0","1","0","0","0","0","0","0","0","0","1","0"
"4歳","2","1","*","1","3","42","61","3","3","17","1","8","2","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5歳","5","2","2427","1","5","47","73","17","5","17","3","9","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6歳","1","8","*","0","1","49","66","8","0","8","0","5","2","1","0","0","1","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","2"
"7歳","5","1","*","0","2","36","64","12","2","2","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8歳","4","3","*","0","6","42","47","9","2","3","0","3","2","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9歳","1","2","*","0","2","24","42","10","1","3","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10～14歳","16","22","1328","0","4","46","101","19","0","5","0","5","4","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"15～19歳","2","19","422","0","0","3","9","1","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20～29歳","2","41","372","0","1","10","42","1","0","0","0","0","0","0","0","0","7","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1"
"30～39歳","5","49","393","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"40～49歳","4","42","372","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1"
"50～59歳","5","49","340","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","4"
"60～69歳","2","33","258","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","2"
"70～79歳","0","27","194","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","4"
"80歳以上","1","11","95","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","7","0","0","0","0","0","1","0","0","0","7"
"合計","59","321","11519","30","74","379","873","87","60","80","44","123","15","11","2","0","16","0","1","7","0","0","1","22","0","0","0","0","0","1","0","0","1","21"
"定点報告疾患 週報告分 年齢別集計表"
"東京都"
"集計期間開始週","2025年27週"
"集計期間終了週","2025年27週"
"性別","女性"

"*急性呼吸器感染症（ARI）の「～5ヶ月」は「0歳」、「1歳」は「1～4歳」、「5歳」は「5～9歳」と読み替えてください。"
"*小児科定点把握対象疾患のうち「20-29歳」は「20歳以上」と読み替えてください。"
"*眼科疾患のうち、「70-79歳」は「70歳以上」と読み替えてください。"

"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","急性呼吸器感染症（ARI）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）","ＩＣＵ入室（COVID-19入院）","人工呼吸器の利用（COVID-19入院）","いずれにも該当せず（COVID-19入院）"
"～5ヶ月","0","1","729","3","0","1","16","0","4","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"～1歳","0","5","*","3","4","0","65","1","12","0","11","7","0","1","0","0","1","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","1"
"1歳","1","10","3854","12","22","9","98","1","27","4","26","35","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2歳","1","3","*","2","6","16","80","2","6","8","9","12","0","3","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3歳","0","1","*","2","3","37","56","10","6","14","3","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4歳","1","1","*","0","6","37","46","8","7","11","2","5","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5歳","2","0","2097","1","5","45","38","3","4","17","0","9","1","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6歳","2","1","*","0","8","48","58","5","1","4","0","2","0","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7歳","1","0","*","1","0","43","42","7","1","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8歳","3","2","*","0","2","33","32","10","1","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9歳","4","2","*","0","0","24","26","11","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10～14歳","9","19","1122","1","2","39","77","30","1","5","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"15～19歳","5","28","426","0","0","4","21","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20～29歳","1","43","457","0","4","26","55","0","1","1","0","2","1","1","0","0","0","0","0","1","0","0","0","2","0","0","0","0","0","0","0","0","0","2"
"30～39歳","3","48","604","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","2"
"40～49歳","5","39","591","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0"
"50～59歳","7","61","496","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"60～69歳","0","47","385","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1"
"70～79歳","0","31","252","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1"
"80歳以上","0","27","174","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11","0","0","0","0","0","0","0","0","0","11"
"合計","45","369","11187","25","62","362","710","88","71","83","51","85","4","13","0","0","12","0","0","4","1","0","1","18","0","0","0","0","0","1","0","0","0","18"
"定点報告疾患 週報告分 年齢別集計表"
"東京都"
"集計期間開始週","2025年27週"
"集計期間終了週","2025年27週"
"性別","男女合計"

"*急性呼吸器感染症（ARI）の「～5ヶ月」は「0歳」、「1歳」は「1～4歳」、「5歳」は「5～9歳」と読み替えてください。"
"*小児科定点把握対象疾患のうち「20-29歳」は「20歳以上」と読み替えてください。"
"*眼科疾患のうち、「70-79歳」は「70歳以上」と読み替えてください。"

"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","急性呼吸器感染症（ARI）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）","ＩＣＵ入室（COVID-19入院）","人工呼吸器の利用（COVID-19入院）","いずれにも該当せず（COVID-19入院）"
"～5ヶ月","1","2","1607","5","1","2","24","0","6","0","1","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"～1歳","0","8","*","7","8","1","142","1","25","0","21","19","0","4","0","0","1","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","1"
"1歳","2","14","8294","25","44","25","212","2","51","8","44","72","0","10","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2歳","1","5","*","9","22","43","167","5","12","21","16","37","0","5","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3歳","2","2","*","4","10","72","138","13","8","22","7","24","2","0","0","0","0","0","0","2","0","0","0","1","0","0","0","0","0","0","0","0","1","0"
"4歳","3","2","*","1","9","79","107","11","10","28","3","13","4","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5歳","7","2","4524","2","10","92","111","20","9","34","3","18","2","0","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6歳","3","9","*","0","9","97","124","13","1","12","0","7","2","3","0","0","1","0","0","1","0","0","0","2","0","0","0","0","0","0","0","0","0","2"
"7歳","6","1","*","1","2","79","106","19","3","5","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8歳","7","5","*","0","8","75","79","19","3","11","0","3","2","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9歳","5","4","*","0","2","48","68","21","1","11","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10～14歳","25","41","2450","1","6","85","178","49","1","10","0","6","4","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"15～19歳","7","47","848","0","0","7","30","1","0","0","0","2","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20～29歳","3","84","829","0","5","36","97","1","1","1","0","2","1","1","0","0","7","0","0","1","0","0","0","3","0","0","0","0","0","0","0","0","0","3"
"30～39歳","8","97","997","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","2"
"40～49歳","9","81","963","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","1","1","0","0","0","0","0","1","0","0","0","1"
"50～59歳","12","110","836","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","4"
"60～69歳","2","80","643","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","3"
"70～79歳","0","58","446","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","5"
"80歳以上","1","38","269","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","18","0","0","0","0","0","1","0","0","0","18"
"合計","104","690","22706","55","136","741","1583","175","131","163","95","208","19","24","2","0","28","0","1","11","1","0","2","40","0","0","0","0","0","2","0","0","1","39"
"定点数","418","418","418","263","263","263","263","263","263","263","263","263","263","263","263","38","38","25","25","25","25","25","25","25","25","25","25","25","25","25","25","25","25","25"


