"定点報告疾患 週報告分 保健所別"
"東京都"
"集計期間開始週","2019年22週"
"集計期間終了週","2019年22週"
"性別","男性"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","1","0","0","3","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"中央区","1","1","1","6","21","0","2","0","2","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"みなと","2","1","2","15","8","1","2","0","1","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"新宿区","2","6","1","11","26","4","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"文京","0","1","0","4","7","2","0","2","1","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"台東","1","0","3","8","47","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","1","1","0","6","13","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"江東区","5","2","0","14","47","6","5","1","2","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"品川区","3","1","2","15","22","3","6","4","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"目黒区","1","0","0","14","21","0","2","0","4","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"大田区","4","2","8","35","75","6","4","7","5","0","1","0","1","0","0","0","0","0","0","0","0","","","","","",""
"世田谷","8","2","6","48","87","12","13","1","4","3","0","0","0","0","1","0","0","0","0","0","0","","","","","",""
"渋谷区","0","1","1","4","14","1","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"中野区","2","0","3","14","19","1","3","0","3","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"杉並","0","2","4","11","26","0","0","1","5","0","0","0","1","0","0","0","0","0","0","0","0","","","","","",""
"池袋","0","0","1","1","7","1","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","","","","","",""
"北区","2","0","2","3","18","1","0","0","6","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"荒川区","0","3","1","11","26","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"板橋区","3","0","0","7","25","3","8","1","1","1","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"練馬区","2","4","7","23","77","7","3","0","3","2","1","1","0","0","0","0","0","0","0","0","0","","","","","",""
"足立","10","0","5","18","68","1","1","0","3","2","0","0","0","0","2","0","0","0","0","0","0","","","","","",""
"葛飾区","4","0","0","13","45","1","1","2","5","0","1","0","0","0","0","0","0","0","0","1","1","","","","","",""
"江戸川","2","2","3","32","31","2","13","2","1","0","2","0","1","0","0","0","0","0","0","0","0","","","","","",""
"八王子市","5","1","9","22","81","1","5","2","2","0","1","0","1","0","0","0","0","0","0","0","0","","","","","",""
"町田市","1","0","1","21","63","4","4","0","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","2","1","3","6","16","1","0","3","2","1","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","1","2","0","14","31","0","0","2","3","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩立川","2","2","1","14","37","6","0","5","5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩府中","5","2","11","41","67","7","5","5","4","4","2","3","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩小平","4","0","14","28","64","13","1","1","4","1","1","1","0","0","1","0","0","0","0","0","0","","","","","",""
"島しょ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","74","37","89","462","1093","86","86","46","71","14","13","7","4","0","4","0","0","0","0","2","1","","","","","",""


"定点報告疾患 週報告分 保健所別"
"東京都"
"集計期間開始週","2019年22週"
"集計期間終了週","2019年22週"
"性別","女性"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","0","1","0","2","2","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","","","","","",""
"中央区","0","0","2","12","12","0","1","0","1","0","1","0","0","0","1","0","0","0","0","0","0","","","","","",""
"みなと","2","1","1","6","12","1","3","0","6","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"新宿区","1","4","2","16","16","4","0","1","1","0","1","0","0","0","0","0","0","2","0","0","0","","","","","",""
"文京","1","0","1","3","4","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"台東","1","0","1","8","36","1","0","0","3","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","5","0","1","3","9","2","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"江東区","5","1","5","14","45","4","3","0","3","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"品川区","2","0","2","11","17","0","2","4","2","1","0","0","1","0","0","0","0","0","0","0","0","","","","","",""
"目黒区","1","0","0","15","9","1","1","0","3","2","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"大田区","0","2","6","27","68","2","6","6","3","2","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"世田谷","6","3","7","27","58","6","15","5","6","3","1","3","0","0","0","0","0","0","0","2","0","","","","","",""
"渋谷区","0","0","0","3","5","0","2","1","2","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"中野区","1","0","1","14","21","0","0","2","4","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"杉並","2","1","4","5","35","1","0","1","1","0","0","1","0","0","0","0","0","0","0","1","0","","","","","",""
"池袋","0","1","0","1","7","0","2","0","0","1","0","0","0","0","0","0","0","0","0","1","0","","","","","",""
"北区","6","1","1","0","15","2","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"荒川区","1","0","3","2","13","0","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"板橋区","4","0","0","7","19","1","5","3","2","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"練馬区","1","2","2","19","54","1","5","1","7","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"足立","7","0","6","22","40","2","1","1","5","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"葛飾区","3","2","0","2","43","0","5","3","3","2","0","0","0","0","0","0","0","0","0","0","1","","","","","",""
"江戸川","0","0","5","21","42","2","12","3","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"八王子市","1","2","4","19","66","2","2","2","2","1","1","0","0","0","1","0","0","0","0","0","0","","","","","",""
"町田市","0","0","1","17","54","1","0","0","3","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","2","0","2","7","16","0","4","2","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","0","3","4","14","38","0","1","1","1","0","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩立川","5","3","0","7","26","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩府中","11","2","4","26","67","10","3","9","7","2","1","2","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩小平","1","1","19","28","58","6","5","5","5","1","1","0","0","0","1","0","0","0","0","0","0","","","","","",""
"島しょ","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","69","30","84","359","907","51","87","53","74","19","11","8","2","0","3","0","0","2","0","4","1","","","","","",""


"定点報告疾患 週報告分 保健所別"
"東京都"
"集計期間開始週","2019年22週"
"集計期間終了週","2019年22週"
"性別","男女合計"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","1","1","0","5","6","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","4","3","0","2","2","0"
"中央区","1","1","3","18","33","0","3","0","3","0","1","0","0","0","1","0","0","0","0","0","0","5","3","1","0","0","0"
"みなと","4","2","3","21","20","2","5","0","7","1","1","0","0","0","0","0","0","0","0","0","0","9","6","0","1","1","0"
"新宿区","3","10","3","27","42","8","0","3","2","0","1","0","0","0","0","0","0","2","0","0","0","12","8","1","2","2","0"
"文京","1","1","1","7","11","2","1","2","2","0","1","0","0","0","0","0","0","0","0","0","0","7","4","1","1","1","0"
"台東","2","0","4","16","83","3","2","0","3","0","0","1","0","0","0","0","0","0","0","0","0","7","4","0","0","0","0"
"墨田区","6","1","1","9","22","2","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","5","1","1","1","0"
"江東区","10","3","5","28","92","10","8","1","5","1","0","0","0","0","0","0","0","0","0","0","0","14","9","1","0","0","0"
"品川区","5","1","4","26","39","3","8","8","3","1","0","0","1","0","0","0","0","0","0","0","0","12","8","1","0","0","0"
"目黒区","2","0","0","29","30","1","3","0","7","2","0","0","0","0","0","0","0","0","0","0","0","8","5","1","0","0","0"
"大田区","4","4","14","62","143","8","10","13","8","2","2","0","1","0","0","0","0","0","0","0","0","21","13","2","1","1","0"
"世田谷","14","5","13","75","145","18","28","6","10","6","1","3","0","0","1","0","0","0","0","2","0","25","16","2","2","2","0"
"渋谷区","0","1","1","7","19","1","4","2","3","0","0","1","0","0","0","0","0","0","0","0","0","7","4","1","1","1","0"
"中野区","3","0","4","28","40","1","3","2","7","0","0","0","0","0","0","0","0","0","0","0","0","10","6","1","0","0","0"
"杉並","2","3","8","16","61","1","0","2","6","0","0","1","1","0","0","0","0","0","0","1","0","17","11","1","2","2","0"
"池袋","0","1","1","2","14","1","2","0","1","1","0","0","0","0","0","0","0","0","0","2","0","7","4","1","1","1","0"
"北区","8","1","3","3","33","3","1","0","7","0","1","0","0","0","0","0","0","0","0","0","0","11","7","1","0","0","0"
"荒川区","1","3","4","13","39","0","0","6","1","0","0","0","0","0","0","0","0","0","0","0","0","7","4","1","0","0","0"
"板橋区","7","0","0","14","44","4","13","4","3","2","0","1","0","0","0","0","0","0","0","0","0","16","10","2","1","1","0"
"練馬区","3","6","9","42","131","8","8","1","10","2","1","1","0","0","0","0","0","0","0","0","0","21","13","2","0","0","0"
"足立","17","0","11","40","108","3","2","1","8","2","1","0","0","0","2","0","0","0","0","0","0","20","13","2","0","0","0"
"葛飾区","7","2","0","15","88","1","6","5","8","2","1","0","0","0","0","0","0","0","0","1","2","13","8","1","1","1","0"
"江戸川","2","2","8","53","73","4","25","5","1","0","2","0","1","0","0","0","0","0","0","0","0","19","12","2","0","0","0"
"八王子市","6","3","13","41","147","3","7","4","4","1","2","0","1","0","1","0","0","0","0","0","0","18","11","2","1","1","0"
"町田市","1","0","2","38","117","5","4","0","4","1","0","0","0","0","0","0","0","0","0","0","0","13","8","1","0","0","0"
"西多摩","4","1","5","13","32","1","4","5","3","1","0","1","0","0","0","0","0","0","0","0","0","14","8","1","1","1","0"
"南多摩","1","5","4","28","69","0","1","3","4","0","3","0","0","0","0","0","0","0","0","0","0","14","9","1","0","0","0"
"多摩立川","7","5","1","21","63","7","0","6","5","0","1","0","0","0","0","0","0","0","0","0","0","20","13","2","1","1","0"
"多摩府中","16","4","15","67","134","17","8","14","11","6","3","5","0","0","0","0","0","0","0","0","0","32","21","3","3","3","0"
"多摩小平","5","1","33","56","122","19","6","6","9","2","2","1","0","0","2","0","0","0","0","0","0","22","14","2","2","2","0"
"島しょ","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","1","1","0"
"合計","143","67","173","821","2000","137","173","99","145","33","24","15","6","0","7","0","0","2","0","6","2","415","261","38","25","25","0"


