"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2012年9週
"集計期間終了週",2012年9週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","5412","5594","11006","418"
"RSウイルス感染症","28","24","52","263"
"咽頭結膜熱","25","15","40","263"
"Ａ群溶血性レンサ球菌咽頭炎","265","176","441","263"
"感染性胃腸炎","1076","902","1978","263"
"水痘","139","135","274","263"
"手足口病","1","1","2","263"
"伝染性紅斑","12","15","27","263"
"突発性発しん","56","54","110","263"
"百日咳","3","5","8","263"
"ヘルパンギーナ","3","3","6","263"
"流行性耳下腺炎","12","30","42","263"
"不明発しん症","8","8","16","263"
"川崎病","1","1","2","263"
"急性出血性結膜炎","0","0","0","38"
"流行性角結膜炎","9","11","20","38"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","2","1","3","25"
"マイコプラズマ肺炎","15","5","20","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"インフルエンザ入院","26","28","54","25"
