"定点報告疾患 週報告分 年齢別集計表"
"東京都"
"集計期間開始週","2011年12週"
"集計期間終了週","2011年12週"
"性別","男性"

"*急性呼吸器感染症（ARI）の「～5ヶ月」は「0歳」、「1歳」は「1～4歳」、「5歳」は「5～9歳」と読み替えてください。"
"*小児科定点把握対象疾患のうち「20-29歳」は「20歳以上」と読み替えてください。"
"*眼科疾患のうち、「70-79歳」は「70歳以上」と読み替えてください。"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）"
"～5ヶ月","5","2","0","0","7","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"～1歳","21","3","4","3","42","6","0","0","24","2","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1歳","50","2","5","7","113","16","3","2","29","0","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2歳","73","2","1","12","94","25","1","1","7","2","0","3","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3歳","105","1","7","30","87","27","0","5","0","0","0","7","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4歳","146","0","9","29","65","25","0","5","0","0","0","15","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5歳","171","0","5","26","55","11","0","6","0","0","0","5","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"6歳","174","0","3","38","58","9","0","7","0","0","0","5","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"7歳","257","0","1","22","34","8","0","6","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8歳","197","0","1","23","34","4","0","7","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9歳","174","0","0","12","27","3","0","5","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10～14歳","461","0","0","33","62","7","0","2","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"15～19歳","68","0","0","3","9","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20～29歳","36","0","0","11","42","1","0","1","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"30～39歳","45","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"40～49歳","52","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0"
