"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2014年5週
"集計期間終了週",2014年5週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","8722","8369","17091","415"
"RSウイルス感染症","48","29","77","261"
"咽頭結膜熱","43","35","78","261"
"Ａ群溶血性レンサ球菌咽頭炎","282","268","550","261"
"感染性胃腸炎","1439","1338","2777","261"
"水痘","113","88","201","261"
"手足口病","11","9","20","261"
"伝染性紅斑","41","32","73","261"
"突発性発しん","67","54","121","261"
"百日咳","0","2","2","261"
"ヘルパンギーナ","0","0","0","261"
"流行性耳下腺炎","19","17","36","261"
"不明発しん症","11","12","23","261"
"川崎病","0","3","3","261"
"急性出血性結膜炎","0","0","0","37"
"流行性角結膜炎","13","7","20","37"
"細菌性髄膜炎","0","1","1","25"
"無菌性髄膜炎","1","0","1","25"
"マイコプラズマ肺炎","1","2","3","25"
"クラミジア肺炎(オウム病は除く)","0","1","1","25"
"感染性胃腸炎（ロタウイルス）","0","3","3","25"
"インフルエンザ入院","50","33","83","25"
