"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2012年26週
"集計期間終了週",2012年26週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","2","1","3","418"
"RSウイルス感染症","12","14","26","263"
"咽頭結膜熱","98","94","192","263"
"Ａ群溶血性レンサ球菌咽頭炎","423","336","759","263"
"感染性胃腸炎","1039","907","1946","263"
"水痘","151","136","287","263"
"手足口病","142","116","258","263"
"伝染性紅斑","16","22","38","263"
"突発性発しん","99","99","198","263"
"百日咳","6","1","7","263"
"ヘルパンギーナ","399","348","747","263"
"流行性耳下腺炎","49","35","84","263"
"不明発しん症","24","12","36","263"
"川崎病","3","1","4","263"
"急性出血性結膜炎","1","0","1","38"
"流行性角結膜炎","8","9","17","38"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","2","2","4","25"
"マイコプラズマ肺炎","7","7","14","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"インフルエンザ入院","0","0","0","25"
