"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2003年12週
"集計期間終了週",2003年12週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","106","90","196","178"
"RSウイルス感染症","0","0","0","142"
"咽頭結膜熱","3","7","10","142"
"Ａ群溶血性レンサ球菌咽頭炎","44","42","86","142"
"感染性胃腸炎","478","426","904","142"
"水痘","73","57","130","142"
"手足口病","4","2","6","142"
"伝染性紅斑","11","4","15","142"
"突発性発しん","30","31","61","142"
"百日咳","0","0","0","142"
"風しん","1","1","2","142"
"ヘルパンギーナ","2","1","3","142"
"麻しん（成人麻しん以外）","4","6","10","142"
"流行性耳下腺炎","11","6","17","142"
"不明発しん症","5","0","5","142"
"川崎病","0","1","1","142"
"急性出血性結膜炎","1","0","1","14"
"流行性角結膜炎","4","4","8","14"
"急性脳炎(日本脳炎を除く)","0","0","0","25"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","0","1","1","25"
"マイコプラズマ肺炎","4","4","8","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"成人麻しん","3","4","7","25"
