"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2010年12週
"集計期間終了週",2010年12週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","14","13","27","287"
"RSウイルス感染症","10","14","24","148"
"咽頭結膜熱","6","5","11","148"
"Ａ群溶血性レンサ球菌咽頭炎","115","96","211","148"
"感染性胃腸炎","574","578","1152","148"
"水痘","117","113","230","148"
"手足口病","17","13","30","148"
"伝染性紅斑","11","23","34","148"
"突発性発しん","41","33","74","148"
"百日咳","0","3","3","148"
"ヘルパンギーナ","2","8","10","148"
"流行性耳下腺炎","65","34","99","148"
"不明発しん症","10","1","11","148"
"川崎病","0","1","1","148"
"急性出血性結膜炎","0","2","2","39"
"流行性角結膜炎","12","10","22","39"
"細菌性髄膜炎","0","1","1","23"
"無菌性髄膜炎","0","1","1","23"
"マイコプラズマ肺炎","4","3","7","23"
"クラミジア肺炎(オウム病は除く)","0","0","0","23"
