"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2024年17週"
"集計期間終了週","2024年17週"
"性別","男性"

"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","13","33","13","0","42","56","0","3","1","1","2","2","0","0","0","1","0","0","0","0","0","0","4","","","","","",""
"区南部","5","30","29","2","21","66","0","1","2","0","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"区西南部","18","40","10","6","26","62","6","0","3","4","0","0","1","0","1","8","0","0","0","0","0","1","4","","","","","",""
"区西部","12","41","35","3","41","41","10","1","0","3","0","0","0","2","0","1","0","0","0","0","0","0","3","","","","","",""
"区西北部","22","63","33","8","86","62","0","1","1","3","0","0","0","1","0","3","0","0","0","0","0","0","2","","","","","",""
"区東北部","12","50","26","9","56","90","1","0","0","6","0","1","0","0","0","1","0","0","1","0","0","0","0","","","","","",""
"区東部","17","35","54","5","50","52","5","4","1","5","1","0","0","0","0","0","0","0","1","0","0","0","1","","","","","",""
"西多摩","1","11","0","0","22","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","10","63","15","4","74","120","2","1","0","4","0","0","0","1","0","0","0","0","0","0","0","0","1","","","","","",""
"北多摩西部","11","29","5","2","33","28","0","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","4","","","","","",""
"北多摩南部","17","31","12","3","72","63","1","0","16","2","0","1","0","0","0","2","0","0","2","0","0","1","9","","","","","",""
"北多摩北部","6","39","23","7","49","62","1","0","0","4","0","1","0","0","0","0","0","0","0","0","0","0","3","","","","","",""
"島しょ","0","6","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","144","471","255","49","576","706","26","12","24","34","3","5","1","5","1","16","0","0","4","0","0","2","31","","","","","",""


"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2024年17週"
"集計期間終了週","2024年17週"
"性別","女性"

"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","9","26","8","2","35","47","1","3","1","1","2","2","0","0","0","2","0","0","0","0","0","0","4","","","","","",""
"区南部","7","31","14","10","20","42","1","1","2","3","1","0","1","1","0","0","0","0","0","0","0","0","2","","","","","",""
"区西南部","16","46","21","3","32","52","6","0","4","3","0","1","1","0","1","8","0","0","1","0","0","1","4","","","","","",""
"区西部","9","43","21","4","53","39","9","2","0","4","0","1","0","1","0","3","0","0","0","0","0","0","2","","","","","",""
"区西北部","29","83","21","5","76","67","2","1","1","4","2","0","1","1","0","6","0","0","0","0","0","0","1","","","","","",""
"区東北部","16","59","28","4","46","73","1","1","0","8","0","2","0","0","0","1","0","0","1","0","0","0","1","","","","","",""
"区東部","19","48","42","5","38","41","2","6","1","4","1","1","1","0","0","0","0","0","1","0","0","0","2","","","","","",""
"西多摩","3","14","2","0","16","9","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","1","","","","","",""
"南多摩","14","56","27","6","57","91","2","1","1","2","0","4","0","1","0","0","0","0","0","0","0","0","2","","","","","",""
"北多摩西部","14","40","7","1","31","17","0","1","1","2","0","0","0","0","0","0","0","0","0","0","0","0","4","","","","","",""
"北多摩南部","14","40","21","3","34","65","1","0","8","4","2","1","1","0","0","2","0","0","2","0","0","1","4","","","","","",""
"北多摩北部","4","36","16","2","58","35","1","0","0","4","0","1","0","0","0","0","0","0","1","0","0","0","1","","","","","",""
"島しょ","0","2","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","154","524","228","45","500","578","26","16","19","40","8","13","6","4","1","22","0","0","6","0","0","2","28","","","","","",""


"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2024年17週"
"集計期間終了週","2024年17週"
"性別","男女合計"

"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","22","59","21","2","77","103","1","6","1","2","4","2","0","0","0","3","0","0","0","0","0","0","8","32","20","2","4","4","4"
"区南部","12","61","43","12","41","108","1","2","2","3","1","0","1","1","0","0","0","0","0","0","0","0","2","33","21","3","1","1","1"
"区西南部","34","86","31","9","58","114","12","0","7","7","0","1","1","0","1","16","0","0","1","0","0","1","8","40","25","4","3","3","3"
"区西部","21","84","56","7","94","80","19","3","0","7","0","1","0","3","0","4","0","0","0","0","0","0","5","39","25","4","4","4","4"
"区西北部","51","146","54","13","162","129","2","2","2","7","2","0","1","1","0","9","0","0","0","0","0","0","3","56","35","6","2","2","2"
"区東北部","28","109","54","13","102","163","2","1","0","14","0","3","0","0","0","1","0","0","1","0","0","0","1","39","24","4","1","1","1"
"区東部","36","83","96","10","88","93","7","10","1","9","1","1","1","0","0","0","0","0","1","0","0","0","3","40","25","4","1","1","1"
