"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2023年19週"
"集計期間終了週","2023年19週"
"性別","男性"

"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","16","36","4","2","7","52","1","3","0","6","5","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"区南部","10","30","2","4","17","55","0","0","0","6","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"区西南部","17","42","4","4","10","85","1","0","0","5","1","3","1","0","0","2","0","0","0","0","0","0","","","","","",""
"区西部","30","26","7","1","19","75","2","0","0","4","6","0","0","1","0","1","0","0","0","0","0","0","","","","","",""
"区西北部","32","81","6","10","18","102","4","3","0","10","4","1","1","0","0","0","0","0","0","0","0","0","","","","","",""
"区東北部","11","50","9","7","14","86","3","1","0","4","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"区東部","11","45","14","6","19","70","0","1","2","3","11","0","0","0","0","1","0","0","0","0","0","0","","","","","",""
"西多摩","1","21","0","3","2","8","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","22","54","1","10","22","135","6","3","2","8","4","0","1","0","1","0","0","0","0","0","0","0","","","","","",""
"北多摩西部","18","28","0","1","14","33","0","1","0","3","1","0","2","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩南部","31","38","2","6","18","51","2","0","0","2","1","1","2","1","0","1","0","0","0","0","0","1","","","","","",""
"北多摩北部","18","27","4","10","18","94","11","3","0","8","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"島しょ","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","217","479","53","64","178","846","30","18","4","59","33","6","8","2","1","5","0","0","0","0","0","1","","","","","",""


"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2023年19週"
"集計期間終了週","2023年19週"
"性別","女性"

"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","13","32","5","4","4","27","1","2","0","3","8","0","0","0","0","0","0","0","1","0","0","0","","","","","",""
"区南部","9","29","2","5","19","73","1","1","1","5","3","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"区西南部","23","62","4","3","5","71","2","2","0","2","3","3","1","0","1","3","0","0","0","0","0","1","","","","","",""
"区西部","24","47","7","1","11","63","2","3","0","1","1","0","1","1","0","1","0","0","0","0","0","0","","","","","",""
"区西北部","23","121","4","13","15","77","4","1","0","7","1","1","1","0","0","0","0","0","0","0","0","0","","","","","",""
"区東北部","17","37","6","9","10","83","2","6","0","7","1","1","1","0","0","0","0","0","0","0","0","0","","","","","",""
"区東部","14","48","10","6","11","60","1","3","3","5","6","0","0","0","0","1","0","0","0","0","0","0","","","","","",""
"西多摩","2","14","0","3","2","8","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","7","43","1","4","11","106","1","4","2","10","3","1","3","0","1","0","0","0","0","0","0","0","","","","","",""
"北多摩西部","10","19","1","1","10","25","0","1","0","3","1","0","2","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩南部","21","41","3","6","4","39","2","0","0","7","4","1","1","1","0","1","0","0","0","0","0","1","","","","","",""
"北多摩北部","17","24","5","6","15","54","7","4","0","5","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"島しょ","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","180","518","48","61","117","686","23","30","6","55","32","7","11","2","2","6","0","0","1","0","0","2","","","","","",""


"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2023年19週"
"集計期間終了週","2023年19週"
"性別","男女合計"

"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","29","68","9","6","11","79","2","5","0","9","13","0","0","0","0","0","0","0","1","0","0","0","32","20","2","4","4","0"
"区南部","19","59","2","9","36","128","1","1","1","11","3","0","1","0","0","0","0","0","0","0","0","0","33","21","3","1","1","0"
"区西南部","40","104","4","7","15","156","3","2","0","7","4","3","1","0","1","5","0","0","0","0","0","1","40","25","4","3","3","0"
"区西部","54","73","14","2","30","138","4","3","0","5","7","0","1","2","0","2","0","0","0","0","0","0","38","24","3","4","4","0"
"区西北部","55","202","10","23","33","179","4","4","0","17","5","2","2","0","0","0","0","0","0","0","0","0","56","35","6","2","2","0"
"区東北部","28","87","15","16","24","169","5","7","0","11","1","1","1","0","0","0","0","0","0","0","0","0","39","25","4","1","1","0"
"区東部","25","93","24","12","30","130","1","4","5","8","17","0","0","0","0","1","0","0","0","0","0","0","41","26","4","1","1","0"
"西多摩","3","35","0","3","2","16","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","14","8","1","1","1","0"
"南多摩","29","97","2","14","33","241","7","7","2","18","7","1","4","0","1","0","0","0","0","0","0","0","45","28","4","1","1","0"
"北多摩西部","28","47","1","2","24","58","0","1","0","6","1","0","2","0","0","0","0","0","0","0","0","0","21","14","2","1","1","0"
"北多摩南部","52","79","5","12","22","90","4","0","0","9","5","2","3","1","0","2","0","0","0","0","0","1","32","20","3","3","3","0"
"北多摩北部","35","51","9","16","33","148","18","7","0","13","1","0","0","0","0","0","0","0","0","0","0","0","22","14","2","2","2","0"
"島しょ","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","1","1","0"
"合計","397","996","95","122","293","1532","49","44","8","114","64","9","15","3","2","10","0","0","1","0","0","2","415","261","38","25","25","0"


