"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2007年12週
"集計期間終了週",2007年12週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","3108","3099","6207","280"
"RSウイルス感染症","1","1","2","142"
"咽頭結膜熱","14","13","27","142"
"Ａ群溶血性レンサ球菌咽頭炎","126","129","255","142"
"感染性胃腸炎","417","346","763","142"
"水痘","97","82","179","142"
"手足口病","3","4","7","142"
"伝染性紅斑","24","30","54","142"
"突発性発しん","27","20","47","142"
"百日咳","0","0","0","142"
"風しん","0","0","0","142"
"ヘルパンギーナ","0","0","0","142"
"麻しん（成人麻しん以外）","3","1","4","142"
"流行性耳下腺炎","11","12","23","142"
"不明発しん症","0","0","0","142"
"川崎病","1","0","1","142"
"急性出血性結膜炎","0","0","0","14"
"流行性角結膜炎","6","5","11","14"
"細菌性髄膜炎","0","1","1","24"
"無菌性髄膜炎","0","1","1","24"
"マイコプラズマ肺炎","0","1","1","24"
"クラミジア肺炎(オウム病は除く)","0","0","0","24"
"成人麻しん","1","2","3","24"
