"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2006年30週
"集計期間終了週",2006年30週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","0","1","1","178"
"RSウイルス感染症","1","3","4","142"
"咽頭結膜熱","112","88","200","142"
"Ａ群溶血性レンサ球菌咽頭炎","61","67","128","142"
"感染性胃腸炎","223","165","388","142"
"水痘","48","50","98","142"
"手足口病","74","59","133","142"
"伝染性紅斑","48","36","84","142"
"突発性発しん","49","57","106","142"
"百日咳","0","0","0","142"
"風しん","0","0","0","142"
"ヘルパンギーナ","110","96","206","142"
"麻しん（成人麻しん以外）","0","0","0","142"
"流行性耳下腺炎","56","43","99","142"
"不明発しん症","23","33","56","142"
"川崎病","1","0","1","142"
"急性出血性結膜炎","1","0","1","14"
"流行性角結膜炎","8","4","12","14"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","3","0","3","25"
"マイコプラズマ肺炎","0","0","0","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"成人麻しん","0","0","0","25"
