"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2009年28週
"集計期間終了週",2009年28週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","25","23","48","288"
"RSウイルス感染症","4","0","4","149"
"咽頭結膜熱","35","19","54","149"
"Ａ群溶血性レンサ球菌咽頭炎","116","103","219","149"
"感染性胃腸炎","276","249","525","149"
"水痘","60","59","119","149"
"手足口病","98","64","162","149"
"伝染性紅斑","35","29","64","149"
"突発性発しん","60","55","115","149"
"百日咳","2","2","4","149"
"ヘルパンギーナ","61","44","105","149"
"流行性耳下腺炎","85","64","149","149"
"不明発しん症","9","11","20","149"
"川崎病","2","1","3","149"
"急性出血性結膜炎","0","1","1","39"
"流行性角結膜炎","11","5","16","39"
"細菌性髄膜炎","1","0","1","24"
"無菌性髄膜炎","0","0","0","24"
"マイコプラズマ肺炎","0","8","8","24"
"クラミジア肺炎(オウム病は除く)","0","0","0","24"
