"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2021年42週
"集計期間終了週",2021年42週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","0","0","0","411"
"RSウイルス感染症","7","3","10","260"
"咽頭結膜熱","9","6","15","260"
"Ａ群溶血性レンサ球菌咽頭炎","40","38","78","260"
"感染性胃腸炎","374","305","679","260"
"水痘","6","11","17","260"
"手足口病","51","30","81","260"
"伝染性紅斑","3","1","4","260"
"突発性発しん","48","41","89","260"
"ヘルパンギーナ","144","123","267","260"
"流行性耳下腺炎","9","4","13","260"
"不明発しん症","2","5","7","260"
"川崎病","0","1","1","260"
"急性出血性結膜炎","0","0","0","38"
"流行性角結膜炎","1","2","3","38"
"細菌性髄膜炎","0","1","1","24"
"無菌性髄膜炎","2","0","2","24"
"マイコプラズマ肺炎","1","0","1","24"
"クラミジア肺炎(オウム病は除く)","0","0","0","24"
"感染性胃腸炎（ロタウイルス）","0","0","0","24"
"インフルエンザ入院","0","0","0","24"
