"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2023年20週"
"集計期間終了週","2023年20週"
"性別","男性"

"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","19","62","9","5","11","62","0","3","0","3","1","1","1","0","0","2","0","0","0","0","0","0","","","","","",""
"区南部","23","44","13","11","28","94","1","2","0","1","9","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"区西南部","42","51","4","4","24","103","0","8","4","0","6","0","0","0","0","3","0","0","0","0","0","2","","","","","",""
"区西部","52","65","5","4","33","88","0","0","0","7","1","0","0","0","0","2","0","0","1","0","0","0","","","","","",""
"区西北部","80","120","16","8","31","100","0","6","1","7","8","2","1","0","0","0","0","0","0","0","0","0","","","","","",""
"区東北部","18","49","19","8","19","101","1","7","0","8","6","1","1","0","0","0","0","0","0","0","0","0","","","","","",""
"区東部","44","60","5","9","21","103","2","1","0","3","17","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","1","20","0","1","3","9","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","38","66","5","7","25","181","5","1","0","8","4","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩西部","19","31","5","2","12","33","1","7","0","2","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩南部","69","58","4","8","23","65","1","1","0","4","1","0","3","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩北部","33","51","6","10","11","103","3","2","0","7","13","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"島しょ","0","2","3","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","438","679","94","77","242","1042","15","39","5","51","67","5","6","0","0","7","0","0","1","0","0","2","","","","","",""


"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2023年20週"
"集計期間終了週","2023年20週"
"性別","女性"

"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","28","62","7","4","6","46","2","3","0","6","5","1","1","1","0","2","0","0","0","0","0","1","","","","","",""
"区南部","35","51","11","7","21","67","1","2","0","3","12","1","1","0","0","0","0","0","0","0","0","0","","","","","",""
"区西南部","35","76","3","1","13","87","1","5","3","0","9","0","0","0","0","2","0","0","0","0","0","2","","","","","",""
"区西部","40","65","12","3","22","63","0","2","0","2","5","0","0","0","1","1","0","0","1","0","0","0","","","","","",""
"区西北部","58","152","4","8","23","117","4","9","1","8","8","2","1","0","0","1","0","0","0","0","0","1","","","","","",""
"区東北部","30","81","9","2","8","90","1","7","1","2","6","1","1","0","0","0","0","0","0","0","0","0","","","","","",""
"区東部","21","70","11","3","17","80","2","1","0","2","16","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","4","21","0","1","1","12","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","28","73","4","5","24","142","3","4","0","4","9","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩西部","24","24","3","2","9","37","1","5","0","4","2","0","0","1","0","0","0","0","0","0","0","0","","","","","",""
"北多摩南部","64","73","2","4","18","70","3","1","0","6","5","1","3","0","0","1","0","0","0","0","0","0","","","","","",""
"北多摩北部","33","45","9","11","14","84","5","4","0","7","15","1","1","0","0","1","0","0","0","0","0","0","","","","","",""
"島しょ","0","2","2","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","400","795","77","51","178","895","24","44","5","45","92","8","8","2","1","8","0","0","1","0","0","4","","","","","",""


"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2023年20週"
"集計期間終了週","2023年20週"
"性別","男女合計"

"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","47","124","16","9","17","108","2","6","0","9","6","2","2","1","0","2","0","0","0","0","0","1","32","20","2","4","4","0"
"区南部","58","95","24","18","49","161","1","2","0","4","21","1","1","0","0","0","0","0","0","0","0","0","33","21","3","1","1","0"
"区西南部","77","127","7","5","37","190","1","13","7","0","15","0","0","0","0","5","0","0","0","0","0","2","40","25","4","3","3","0"
"区西部","92","130","17","7","55","151","0","2","0","9","6","0","0","0","1","3","0","0","1","0","0","0","38","24","3","4","4","0"
"区西北部","138","272","20","16","54","217","4","15","1","15","16","2","1","0","0","1","0","0","0","0","0","1","56","35","6","2","2","0"
"区東北部","48","130","28","10","27","191","1","14","1","10","12","1","1","0","0","0","0","0","0","0","0","0","39","25","4","1","1","0"
"区東部","65","130","16","12","38","183","2","2","0","5","33","1","0","0","0","0","0","0","0","0","0","0","41","26","4","1","1","0"
"西多摩","5","41","0","1","4","21","1","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","14","8","1","1","1","0"
"南多摩","66","139","9","12","49","323","8","5","0","12","13","0","0","0","0","0","0","0","0","0","0","0","45","28","4","1","1","0"
"北多摩西部","43","55","8","2","21","70","1","12","0","6","3","0","0","1","0","0","0","0","0","0","0","0","21","14","2","1","1","0"
"北多摩南部","133","131","6","12","41","135","4","2","0","10","6","1","3","0","0","1","0","0","0","0","0","0","33","21","3","3","3","0"
"北多摩北部","66","96","15","21","25","187","8","6","0","14","28","1","1","0","0","1","0","0","0","0","0","0","22","14","2","2","2","0"
"島しょ","0","2","5","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","1","1","0"
"合計","838","1472","171","125","420","1937","33","80","9","96","159","9","9","2","1","13","0","0","1","0","0","4","416","262","38","25","25","0"


