"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2010年40週
"集計期間終了週",2010年40週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","21","20","41","279"
"RSウイルス感染症","18","24","42","144"
"咽頭結膜熱","13","9","22","144"
"Ａ群溶血性レンサ球菌咽頭炎","81","75","156","144"
"感染性胃腸炎","332","274","606","144"
"水痘","49","28","77","144"
"手足口病","39","33","72","144"
"伝染性紅斑","24","25","49","144"
"突発性発しん","49","42","91","144"
"百日咳","4","6","10","144"
"ヘルパンギーナ","12","16","28","144"
"流行性耳下腺炎","47","39","86","144"
"不明発しん症","3","7","10","144"
"川崎病","1","0","1","144"
"急性出血性結膜炎","1","2","3","39"
"流行性角結膜炎","5","11","16","39"
"細菌性髄膜炎","0","0","0","22"
"無菌性髄膜炎","0","0","0","22"
"マイコプラズマ肺炎","14","7","21","22"
"クラミジア肺炎(オウム病は除く)","0","0","0","22"
