"定点報告疾患 月報告分 年齢別集計表"
"東京都"
"集計期間開始月","2012年3月"
"集計期間終了月","2012年3月"
"性別","男性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","薬剤耐性アシネトバクター感染症"
"0歳","0","0","0","0","0","0","10","0","1","0"
"1～4歳","0","0","0","0","0","0","4","4","0","0"
"5～9歳","0","0","0","0","0","0","4","0","0","0"
"10～14歳","0","0","0","0","0","0","2","1","0","0"
"15～19歳","1","0","1","1","0","0","0","0","0","0"
"20～24歳","11","6","4","16","0","2","0","0","0","0"
"25～29歳","16","8","10","20","0","2","2","1","0","0"
"30～34歳","28","13","9","12","0","1","1","0","0","0"
"35～39歳","15","7","8","13","0","0","2","1","0","0"
"40～44歳","10","10","5","5","0","2","2","1","0","0"
"45～49歳","8","10","7","7","0","0","0","0","0","0"
"50～54歳","7","4","1","1","0","1","0","0","0","0"
"55～59歳","1","9","2","0","0","0","2","0","0","0"
"60～64歳","0","1","1","1","0","0","5","2","0","0"
"65～69歳","0","1","1","0","0","0","4","1","0","0"
"70歳以上","0","2","0","0","0","0","22","11","1","0"
"合計","97","71","49","76","0","8","60","22","2","0"


"定点報告疾患 月報告分 年齢別集計表"
"東京都"
"集計期間開始月","2012年3月"
"集計期間終了月","2012年3月"
"性別","女性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","薬剤耐性アシネトバクター感染症"
"0歳","0","0","0","0","0","0","13","0","0","0"
"1～4歳","0","0","0","0","0","0","3","3","1","0"
"5～9歳","0","0","0","0","0","0","4","1","1","0"
"10～14歳","0","0","0","0","0","0","1","0","0","0"
"15～19歳","7","4","2","0","1","0","1","1","0","0"
"20～24歳","38","5","7","7","2","0","0","0","0","0"
"25～29歳","16","6","5","3","1","0","0","1","0","0"
"30～34歳","17","10","4","1","2","0","0","0","0","0"
"35～39歳","5","6","2","0","0","1","2","0","0","0"
"40～44歳","1","6","0","0","0","0","0","0","0","0"
"45～49歳","1","1","1","0","3","0","0","0","0","0"
"50～54歳","0","2","0","0","2","0","0","0","0","0"
"55～59歳","1","0","0","0","0","0","0","0","0","0"
"60～64歳","0","1","0","0","0","0","0","2","0","0"
"65～69歳","0","1","0","0","0","1","5","1","0","0"
"70歳以上","0","1","0","0","1","0","13","7","0","0"
"合計","86","43","21","11","12","2","42","16","2","0"


"定点報告疾患 月報告分 年齢別集計表"
"東京都"
"集計期間開始月","2012年3月"
"集計期間終了月","2012年3月"
"性別","男女合計"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","薬剤耐性アシネトバクター感染症"
"0歳","0","0","0","0","0","0","23","0","1","0"
"1～4歳","0","0","0","0","0","0","7","7","1","0"
"5～9歳","0","0","0","0","0","0","8","1","1","0"
"10～14歳","0","0","0","0","0","0","3","1","0","0"
"15～19歳","8","4","3","1","1","0","1","1","0","0"
"20～24歳","49","11","11","23","2","2","0","0","0","0"
"25～29歳","32","14","15","23","1","2","2","2","0","0"
"30～34歳","45","23","13","13","2","1","1","0","0","0"
"35～39歳","20","13","10","13","0","1","4","1","0","0"
"40～44歳","11","16","5","5","0","2","2","1","0","0"
"45～49歳","9","11","8","7","3","0","0","0","0","0"
"50～54歳","7","6","1","1","2","1","0","0","0","0"
"55～59歳","2","9","2","0","0","0","2","0","0","0"
"60～64歳","0","2","1","1","0","0","5","4","0","0"
"65～69歳","0","2","1","0","0","1","9","2","0","0"
"70歳以上","0","3","0","0","1","0","35","18","1","0"
"合計","183","114","70","87","12","10","102","38","4","0"
"定点数","55","55","55","55","55","55","25","25","25","25"


