"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2002年37週
"集計期間終了週",2002年37週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","0","0","0","178"
"RSウイルス感染症","0","0","0","142"
"咽頭結膜熱","9","6","15","142"
"Ａ群溶血性レンサ球菌咽頭炎","15","10","25","142"
"感染性胃腸炎","160","132","292","142"
"水痘","22","23","45","142"
"手足口病","34","17","51","142"
"伝染性紅斑","2","5","7","142"
"突発性発しん","56","31","87","142"
"百日咳","1","0","1","142"
"風しん","2","1","3","142"
"ヘルパンギーナ","31","24","55","142"
"麻しん（成人麻しん以外）","2","1","3","142"
"流行性耳下腺炎","24","23","47","142"
"不明発しん症","4","4","8","142"
"川崎病","0","1","1","142"
"急性出血性結膜炎","0","0","0","14"
"流行性角結膜炎","7","3","10","14"
"急性脳炎(日本脳炎を除く)","0","0","0","25"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","0","2","2","25"
"マイコプラズマ肺炎","3","1","4","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"成人麻しん","1","0","1","25"
