"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2004年15週
"集計期間終了週",2004年15週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","6","4","10","178"
"RSウイルス感染症","4","3","7","142"
"咽頭結膜熱","10","9","19","142"
"Ａ群溶血性レンサ球菌咽頭炎","80","62","142","142"
"感染性胃腸炎","340","315","655","142"
"水痘","77","91","168","142"
"手足口病","2","2","4","142"
"伝染性紅斑","32","41","73","142"
"突発性発しん","46","42","88","142"
"百日咳","1","0","1","142"
"風しん","4","3","7","142"
"ヘルパンギーナ","1","3","4","142"
"麻しん（成人麻しん以外）","1","2","3","142"
"流行性耳下腺炎","27","17","44","142"
"不明発しん症","6","4","10","142"
"川崎病","0","0","0","142"
"急性出血性結膜炎","0","0","0","14"
"流行性角結膜炎","10","8","18","14"
"細菌性髄膜炎","1","0","1","25"
"無菌性髄膜炎","0","1","1","25"
"マイコプラズマ肺炎","3","2","5","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"成人麻しん","0","0","0","25"
