"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2015年16週
"集計期間終了週",2015年16週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","286","332","618","414"
"RSウイルス感染症","17","20","37","264"
"咽頭結膜熱","24","23","47","264"
"Ａ群溶血性レンサ球菌咽頭炎","492","395","887","264"
"感染性胃腸炎","1153","1055","2208","264"
"水痘","70","65","135","264"
"手足口病","21","17","38","264"
"伝染性紅斑","204","193","397","264"
"突発性発しん","83","64","147","264"
"百日咳","3","3","6","264"
"ヘルパンギーナ","4","9","13","264"
"流行性耳下腺炎","29","30","59","264"
"不明発しん症","17","11","28","264"
"川崎病","0","2","2","264"
"急性出血性結膜炎","1","0","1","39"
"流行性角結膜炎","12","7","19","39"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","0","1","1","25"
"マイコプラズマ肺炎","2","4","6","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"感染性胃腸炎（ロタウイルス）","4","1","5","25"
"インフルエンザ入院","0","0","0","25"
