"定点報告疾患 週報告分 年齢別集計表"
"東京都"
"集計期間開始週","2010年44週"
"集計期間終了週","2010年44週"
"性別","男性"

"*急性呼吸器感染症（ARI）の「～5ヶ月」は「0歳」、「1歳」は「1～4歳」、「5歳」は「5～9歳」と読み替えてください。"
"*小児科定点把握対象疾患のうち「20-29歳」は「20歳以上」と読み替えてください。"
"*眼科疾患のうち、「70-79歳」は「70歳以上」と読み替えてください。"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)"
"～5ヶ月","0","8","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"～1歳","0","5","1","0","29","4","3","0","12","0","1","0","0","0","0","0","0","0","0","0"
"1歳","3","10","3","3","80","14","17","6","21","0","0","1","2","0","0","0","0","0","0","0"
"2歳","1","1","2","6","51","9","7","2","0","0","0","3","1","0","0","0","0","0","0","0"
"3歳","0","2","0","13","59","12","4","3","0","0","1","4","1","0","0","0","0","0","0","0"
"4歳","1","0","6","14","37","4","8","4","1","0","0","5","0","0","0","0","0","0","2","0"
"5歳","5","0","1","15","41","4","0","4","0","0","3","5","0","0","0","0","0","0","0","0"
"6歳","0","0","1","16","31","5","0","5","1","0","1","4","0","0","0","0","0","0","0","0"
"7歳","3","0","0","17","20","5","1","2","0","0","1","2","0","1","0","0","0","0","1","0"
"8歳","1","0","1","6","22","1","0","1","0","0","0","2","0","0","0","0","0","0","0","0"
"9歳","1","0","0","9","10","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0"
"10～14歳","4","0","1","12","33","2","0","0","0","1","1","2","0","0","0","1","0","0","1","0"
"15～19歳","2","0","0","0","9","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20～29歳","0","0","1","3","28","0","1","0","0","1","3","2","0","0","0","2","0","0","0","0"
"30～39歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0"
"40～49歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"50～59歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"60～69歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"70～79歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","21","26","17","114","457","61","41","28","35","2","11","31","4","1","0","10","0","0","4","0"
"定点報告疾患 週報告分 年齢別集計表"
"東京都"
"集計期間開始週","2010年44週"
"集計期間終了週","2010年44週"
"性別","女性"

