"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2010年33週
"集計期間終了週",2010年33週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","3","2","5","284"
"RSウイルス感染症","2","0","2","148"
"咽頭結膜熱","15","15","30","148"
"Ａ群溶血性レンサ球菌咽頭炎","34","26","60","148"
"感染性胃腸炎","180","159","339","148"
"水痘","36","32","68","148"
"手足口病","120","93","213","148"
"伝染性紅斑","22","16","38","148"
"突発性発しん","33","50","83","148"
"百日咳","6","13","19","148"
"ヘルパンギーナ","90","95","185","148"
"流行性耳下腺炎","61","45","106","148"
"不明発しん症","8","5","13","148"
"川崎病","0","0","0","148"
"急性出血性結膜炎","1","2","3","38"
"流行性角結膜炎","12","12","24","38"
"細菌性髄膜炎","1","0","1","24"
"無菌性髄膜炎","1","0","1","24"
"マイコプラズマ肺炎","4","2","6","24"
"クラミジア肺炎(オウム病は除く)","0","0","0","24"
