"定点報告疾患 週報告分 年齢別集計表"
"東京都"
"集計期間開始週","2005年32週"
"集計期間終了週","2005年32週"
"性別","男性"

"*急性呼吸器感染症（ARI）の「～5ヶ月」は「0歳」、「1歳」は「1～4歳」、「5歳」は「5～9歳」と読み替えてください。"
"*小児科定点把握対象疾患のうち「20-29歳」は「20歳以上」と読み替えてください。"
"*眼科疾患のうち、「70-79歳」は「70歳以上」と読み替えてください。"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん"
"～5ヶ月","0","0","0","0","1","0","0","0","2","0","0","3","0","0","0","0","0","0","0","0","0","0","0"
"～1歳","0","0","1","0","10","1","5","0","17","0","0","7","0","0","0","0","0","0","0","0","0","0","0"
"1歳","0","0","1","0","23","9","13","2","17","0","0","32","0","4","1","0","0","1","0","0","0","0","0"
"2歳","0","0","2","5","22","7","11","2","2","0","0","20","0","2","1","0","0","0","0","0","0","0","0"
"3歳","0","0","3","6","15","5","10","0","0","0","0","13","0","11","1","0","0","2","0","0","0","0","0"
"4歳","0","0","3","3","15","2","6","2","0","0","0","15","0","10","0","0","0","0","0","1","0","0","0"
"5歳","0","0","3","5","5","5","4","4","0","0","0","9","0","9","0","0","0","0","0","0","0","0","0"
"6歳","0","0","2","9","7","2","3","2","0","0","0","3","0","7","0","0","0","0","0","0","0","0","0"
"7歳","0","0","3","7","6","1","2","0","0","0","0","1","0","8","0","0","0","0","0","0","0","0","0"
"8歳","0","1","1","4","4","2","0","0","0","0","0","2","0","0","0","0","0","0","0","1","0","0","0"
"9歳","0","1","1","2","7","1","1","1","0","0","0","2","0","5","1","0","0","0","0","0","0","0","0"
"10～14歳","0","1","0","5","19","0","3","0","0","0","0","2","0","3","0","0","0","0","0","0","0","0","0"
"15～19歳","0","0","0","3","4","0","0","0","0","0","0","1","0","1","0","0","0","1","0","0","0","0","0"
"20～29歳","0","5","0","6","17","1","1","0","0","0","0","0","0","3","0","0","0","2","0","0","0","0","0"
"30～39歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"40～49歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"50～59歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"60～69歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70～79歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","0","8","20","55","155","36","59","13","38","0","0","110","0","63","4","0","0","6","0","2","0","0","0"
"定点報告疾患 週報告分 年齢別集計表"
"東京都"
"集計期間開始週","2005年32週"
"集計期間終了週","2005年32週"
"性別","女性"

"*急性呼吸器感染症（ARI）の「～5ヶ月」は「0歳」、「1歳」は「1～4歳」、「5歳」は「5～9歳」と読み替えてください。"
"*小児科定点把握対象疾患のうち「20-29歳」は「20歳以上」と読み替えてください。"
"*眼科疾患のうち、「70-79歳」は「70歳以上」と読み替えてください。"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん"
"～5ヶ月","0","0","0","0","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"～1歳","0","0","0","0","7","2","5","1","15","0","0","8","0","0","0","1","0","0","0","0","0","0","0"
"1歳","0","0","1","0","11","9","14","0","13","0","0","26","0","4","2","0","0","0","0","0","0","0","0"
"2歳","0","0","1","3","7","5","14","0","3","0","0","21","0","10","0","0","0","1","0","0","0","0","0"
"3歳","0","0","7","3","7","4","9","2","0","0","0","13","0","11","1","0","0","0","0","0","0","0","0"
"4歳","0","0","4","4","12","5","9","2","0","0","0","9","0","14","0","0","0","0","0","0","0","0","0"
"5歳","0","0","2","2","10","3","6","4","0","0","0","6","0","12","0","0","0","0","0","0","0","0","0"
"6歳","0","0","2","3","6","1","0","1","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0"
"7歳","0","0","7","2","7","0","0","1","0","0","0","4","0","6","0","0","0","0","0","0","0","0","0"
"8歳","0","1","2","4","1","0","1","1","0","0","0","1","0","5","0","0","0","0","0","0","0","0","0"
"9歳","0","0","1","3","2","0","1","0","0","0","0","1","0","4","0","0","0","0","0","0","0","0","0"
"10～14歳","0","1","3","5","13","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"15～19歳","0","0","0","0","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20～29歳","0","3","0","6","23","1","2","1","0","0","0","5","0","5","0","0","1","2","0","0","0","0","0"
"30～39歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"40～49歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"50～59歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"60～69歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70～79歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","0","5","30","35","109","31","62","13","32","0","0","94","0","77","3","1","1","5","0","0","0","0","0"
"定点報告疾患 週報告分 年齢別集計表"
"東京都"
"集計期間開始週","2005年32週"
"集計期間終了週","2005年32週"
"性別","男女合計"

"*急性呼吸器感染症（ARI）の「～5ヶ月」は「0歳」、「1歳」は「1～4歳」、「5歳」は「5～9歳」と読み替えてください。"
"*小児科定点把握対象疾患のうち「20-29歳」は「20歳以上」と読み替えてください。"
"*眼科疾患のうち、「70-79歳」は「70歳以上」と読み替えてください。"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん"
"～5ヶ月","0","0","0","0","2","1","0","0","3","0","0","3","0","0","0","0","0","0","0","0","0","0","0"
"～1歳","0","0","1","0","17","3","10","1","32","0","0","15","0","0","0","1","0","0","0","0","0","0","0"
"1歳","0","0","2","0","34","18","27","2","30","0","0","58","0","8","3","0","0","1","0","0","0","0","0"
"2歳","0","0","3","8","29","12","25","2","5","0","0","41","0","12","1","0","0","1","0","0","0","0","0"
"3歳","0","0","10","9","22","9","19","2","0","0","0","26","0","22","2","0","0","2","0","0","0","0","0"
"4歳","0","0","7","7","27","7","15","4","0","0","0","24","0","24","0","0","0","0","0","1","0","0","0"
"5歳","0","0","5","7","15","8","10","8","0","0","0","15","0","21","0","0","0","0","0","0","0","0","0"
"6歳","0","0","4","12","13","3","3","3","0","0","0","3","0","12","0","0","0","0","0","0","0","0","0"
"7歳","0","0","10","9","13","1","2","1","0","0","0","5","0","14","0","0","0","0","0","0","0","0","0"
"8歳","0","2","3","8","5","2","1","1","0","0","0","3","0","5","0","0","0","0","0","1","0","0","0"
"9歳","0","1","2","5","9","1","2","1","0","0","0","3","0","9","1","0","0","0","0","0","0","0","0"
"10～14歳","0","2","3","10","32","0","3","0","0","0","0","2","0","4","0","0","0","0","0","0","0","0","0"
"15～19歳","0","0","0","3","6","0","1","0","0","0","0","1","0","1","0","0","0","1","0","0","0","0","0"
"20～29歳","0","8","0","12","40","2","3","1","0","0","0","5","0","8","0","0","1","4","0","0","0","0","0"
"30～39歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"40～49歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"50～59歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"60～69歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70～79歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","0","13","50","90","264","67","121","26","70","0","0","204","0","140","7","1","1","11","0","2","0","0","0"
"定点数","178","142","142","142","142","142","142","142","142","142","142","142","142","142","142","142","14","14","25","25","25","25","25"


