"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2021年50週
"集計期間終了週",2021年50週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","3","3","6","412"
"RSウイルス感染症","4","10","14","260"
"咽頭結膜熱","17","13","30","260"
"Ａ群溶血性レンサ球菌咽頭炎","58","48","106","260"
"感染性胃腸炎","1109","1008","2117","260"
"水痘","20","13","33","260"
"手足口病","87","93","180","260"
"伝染性紅斑","2","5","7","260"
"突発性発しん","30","38","68","260"
"ヘルパンギーナ","43","29","72","260"
"流行性耳下腺炎","2","4","6","260"
"不明発しん症","8","3","11","260"
"川崎病","4","0","4","260"
"急性出血性結膜炎","0","0","0","38"
"流行性角結膜炎","4","2","6","38"
"細菌性髄膜炎","1","0","1","25"
"無菌性髄膜炎","0","0","0","25"
"マイコプラズマ肺炎","0","0","0","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"感染性胃腸炎（ロタウイルス）","0","0","0","25"
"インフルエンザ入院","0","0","0","25"
