"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2024年41週"
"集計期間終了週","2024年41週"
"性別","男性"

"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","15","25","2","1","14","39","6","120","5","4","2","0","0","0","0","0","0","1","1","0","0","1","9","","","","","",""
"区南部","11","24","1","4","10","56","0","104","17","4","8","0","0","0","0","0","0","0","0","0","0","1","1","","","","","",""
"区西南部","27","29","9","0","15","26","1","140","13","1","10","1","2","0","0","1","0","2","2","0","0","0","4","","","","","",""
"区西部","29","33","2","1","33","27","1","123","7","1","3","0","0","0","0","0","0","0","7","0","0","0","6","","","","","",""
"区西北部","28","54","4","3","26","41","0","239","12","5","11","0","1","0","0","5","0","0","3","0","0","0","3","","","","","",""
"区東北部","34","37","7","6","23","43","2","145","7","2","3","0","1","0","0","1","0","1","4","0","0","1","3","","","","","",""
"区東部","23","27","3","1","21","42","1","206","17","1","4","0","0","0","0","1","0","0","6","0","0","1","3","","","","","",""
"西多摩","2","10","0","0","2","8","0","40","1","0","0","0","0","0","0","0","0","0","2","0","0","0","2","","","","","",""
"南多摩","16","41","3","1","26","51","1","249","11","0","5","0","0","0","0","0","0","0","0","0","0","1","2","","","","","",""
"北多摩西部","8","21","0","2","7","14","0","81","6","0","4","0","0","0","0","0","0","0","0","0","0","0","2","","","","","",""
"北多摩南部","30","35","1","2","25","32","0","163","9","3","3","0","1","0","0","0","0","0","7","0","0","0","5","","","","","",""
"北多摩北部","9","22","1","1","34","24","0","150","7","2","2","0","1","0","0","0","0","0","7","0","0","0","16","","","","","",""
