"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2000年36週
"集計期間終了週",2000年36週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","0","0","0","178"
"RSウイルス感染症","0","0","0","142"
"咽頭結膜熱","6","9","15","142"
"Ａ群溶血性レンサ球菌咽頭炎","25","16","41","142"
"感染性胃腸炎","150","138","288","142"
"水痘","25","22","47","142"
"手足口病","109","101","210","142"
"伝染性紅斑","13","13","26","142"
"突発性発しん","58","46","104","142"
"百日咳","0","0","0","142"
"風しん","0","0","0","142"
"ヘルパンギーナ","43","41","84","142"
"麻しん（成人麻しん以外）","3","5","8","142"
"流行性耳下腺炎","46","30","76","142"
"不明発しん症","6","4","10","142"
"川崎病","2","0","2","142"
"急性出血性結膜炎","0","0","0","14"
"流行性角結膜炎","11","12","23","14"
"急性脳炎(日本脳炎を除く)","0","0","0","25"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","0","0","0","25"
"マイコプラズマ肺炎","0","0","0","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"成人麻しん","0","0","0","25"
