"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2014年34週
"集計期間終了週",2014年34週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","1","2","3","398"
"RSウイルス感染症","36","24","60","251"
"咽頭結膜熱","57","36","93","251"
"Ａ群溶血性レンサ球菌咽頭炎","105","71","176","251"
"感染性胃腸炎","393","355","748","251"
"水痘","60","42","102","251"
"手足口病","122","93","215","251"
"伝染性紅斑","35","46","81","251"
"突発性発しん","82","83","165","251"
"百日咳","2","1","3","251"
"ヘルパンギーナ","266","264","530","251"
"流行性耳下腺炎","42","43","85","251"
"不明発しん症","18","11","29","251"
"川崎病","0","1","1","251"
"急性出血性結膜炎","0","0","0","39"
"流行性角結膜炎","17","11","28","39"
"細菌性髄膜炎","1","0","1","25"
"無菌性髄膜炎","0","1","1","25"
"マイコプラズマ肺炎","0","5","5","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"感染性胃腸炎（ロタウイルス）","0","0","0","25"
"インフルエンザ入院","0","0","0","25"
