"定点報告疾患 週報告分 年齢別集計表"
"東京都"
"集計期間開始週","2012年25週"
"集計期間終了週","2012年25週"
"性別","男性"

"*急性呼吸器感染症（ARI）の「～5ヶ月」は「0歳」、「1歳」は「1～4歳」、「5歳」は「5～9歳」と読み替えてください。"
"*小児科定点把握対象疾患のうち「20-29歳」は「20歳以上」と読み替えてください。"
"*眼科疾患のうち、「70-79歳」は「70歳以上」と読み替えてください。"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）"
"～5ヶ月","0","1","1","0","12","1","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"～1歳","0","4","9","2","92","7","6","1","39","0","19","0","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1歳","0","0","31","15","156","22","38","0","46","0","60","4","7","1","0","0","0","0","3","0","0","0","0","0","0","0","0","0"
"2歳","0","1","8","27","127","30","32","4","8","1","41","3","5","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"3歳","0","0","16","45","113","29","23","3","2","0","31","2","5","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"4歳","1","1","10","60","123","37","17","2","1","0","23","9","1","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0"
"5歳","0","1","8","66","95","27","10","3","0","0","15","11","3","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0"
"6歳","0","0","4","65","85","10","5","3","0","0","4","5","3","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"7歳","0","0","1","35","61","8","4","1","0","0","2","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8歳","0","0","1","37","44","5","2","2","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9歳","0","0","0","16","38","2","1","3","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10～14歳","1","0","1","45","91","4","2","3","0","1","0","2","2","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0"
"15～19歳","0","0","0","0","18","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20～29歳","0","0","0","9","50","0","2","0","0","3","2","0","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0"
"30～39歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0"
"40～49歳","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0"
"50～59歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"60～69歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70～79歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
