"定点報告疾患 月報告分 年齢別集計表"
"東京都"
"集計期間開始月","2023年8月"
"集計期間終了月","2023年8月"
"性別","男性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","0","0","0"
"1～4歳","0","0","0","0","0","0","2","0","0"
"5～9歳","0","0","0","0","0","0","0","0","0"
"10～14歳","0","0","0","0","0","0","0","0","0"
"15～19歳","1","0","0","1","0","0","0","0","0"
"20～24歳","24","2","1","11","0","0","0","0","0"
"25～29歳","29","3","8","13","0","0","0","0","0"
"30～34歳","22","3","5","7","0","0","0","0","0"
"35～39歳","13","3","5","4","0","0","0","0","0"
"40～44歳","6","2","3","9","0","0","1","0","0"
"45～49歳","13","1","7","4","0","0","2","0","0"
"50～54歳","4","2","1","2","0","0","1","0","0"
"55～59歳","2","0","2","4","0","0","1","0","0"
"60～64歳","0","2","0","1","0","0","1","0","0"
"65～69歳","1","0","2","2","0","0","3","0","0"
"70歳以上","0","0","1","0","0","0","24","3","0"
"合計","115","18","35","58","0","0","35","3","0"


"定点報告疾患 月報告分 年齢別集計表"
"東京都"
"集計期間開始月","2023年8月"
"集計期間終了月","2023年8月"
"性別","女性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","0","0","0"
"1～4歳","0","0","0","0","0","0","2","2","0"
"5～9歳","0","0","0","0","0","0","1","0","0"
"10～14歳","0","0","0","0","0","0","1","0","0"
"15～19歳","7","0","3","1","0","0","0","0","0"
"20～24歳","29","2","4","5","3","0","0","0","0"
"25～29歳","34","2","7","1","1","0","0","0","0"
"30～34歳","9","4","1","5","0","0","0","1","0"
"35～39歳","7","0","1","0","1","0","0","0","0"
"40～44歳","7","1","2","4","0","0","1","0","0"
"45～49歳","3","0","2","1","0","0","0","0","0"
"50～54歳","2","3","0","1","0","0","1","0","0"
"55～59歳","1","0","0","0","0","0","2","0","0"
"60～64歳","0","0","0","1","0","0","0","0","0"
"65～69歳","0","0","0","0","0","0","1","0","0"
"70歳以上","1","0","0","0","0","0","12","3","0"
"合計","100","12","20","19","5","0","21","6","0"


"定点報告疾患 月報告分 年齢別集計表"
"東京都"
"集計期間開始月","2023年8月"
"集計期間終了月","2023年8月"
"性別","男女合計"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","0","0","0"
"1～4歳","0","0","0","0","0","0","4","2","0"
"5～9歳","0","0","0","0","0","0","1","0","0"
"10～14歳","0","0","0","0","0","0","1","0","0"
"15～19歳","8","0","3","2","0","0","0","0","0"
"20～24歳","53","4","5","16","3","0","0","0","0"
"25～29歳","63","5","15","14","1","0","0","0","0"
"30～34歳","31","7","6","12","0","0","0","1","0"
"35～39歳","20","3","6","4","1","0","0","0","0"
"40～44歳","13","3","5","13","0","0","2","0","0"
"45～49歳","16","1","9","5","0","0","2","0","0"
"50～54歳","6","5","1","3","0","0","2","0","0"
"55～59歳","3","0","2","4","0","0","3","0","0"
"60～64歳","0","2","0","2","0","0","1","0","0"
"65～69歳","1","0","2","2","0","0","4","0","0"
"70歳以上","1","0","1","0","0","0","36","6","0"
"合計","215","30","55","77","5","0","56","9","0"
"定点数","55","55","55","55","55","55","25","25","25"


