"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2021年47週
"集計期間終了週",2021年47週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","0","0","0","413"
"RSウイルス感染症","3","3","6","261"
"咽頭結膜熱","19","10","29","261"
"Ａ群溶血性レンサ球菌咽頭炎","54","26","80","261"
"感染性胃腸炎","657","619","1276","261"
"水痘","25","7","32","261"
"手足口病","142","107","249","261"
"伝染性紅斑","0","1","1","261"
"突発性発しん","52","32","84","261"
"ヘルパンギーナ","66","52","118","261"
"流行性耳下腺炎","3","5","8","261"
"不明発しん症","2","4","6","261"
"川崎病","2","2","4","261"
"急性出血性結膜炎","0","0","0","38"
"流行性角結膜炎","4","2","6","38"
"細菌性髄膜炎","1","0","1","25"
"無菌性髄膜炎","1","1","2","25"
"マイコプラズマ肺炎","0","0","0","25"
"クラミジア肺炎(オウム病は除く)","0","1","1","25"
"感染性胃腸炎（ロタウイルス）","0","0","0","25"
"インフルエンザ入院","0","0","0","25"
