"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2022年31週
"集計期間終了週",2022年31週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","13","10","23","405"
"RSウイルス感染症","248","193","441","255"
"咽頭結膜熱","10","10","20","255"
"Ａ群溶血性レンサ球菌咽頭炎","12","17","29","255"
"感染性胃腸炎","295","249","544","255"
"水痘","5","6","11","255"
"手足口病","691","568","1259","255"
"伝染性紅斑","0","3","3","255"
"突発性発しん","27","34","61","255"
"ヘルパンギーナ","200","175","375","255"
"流行性耳下腺炎","5","3","8","255"
"不明発しん症","6","7","13","255"
"川崎病","1","1","2","255"
"急性出血性結膜炎","0","0","0","38"
"流行性角結膜炎","5","1","6","38"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","0","0","0","25"
"マイコプラズマ肺炎","0","0","0","25"
"クラミジア肺炎(オウム病は除く)","2","0","2","25"
"感染性胃腸炎（ロタウイルス）","0","0","0","25"
"インフルエンザ入院","0","1","1","25"
