"定点報告疾患 月報告分 医療圏別"
"東京都"
"集計期間開始月","2021年6月"
"集計期間終了月","2021年6月"
"性別","男性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","STD定点","基幹定点"
"区中央部","29","12","7","6","0","0","6","0","0","",""
"区南部","1","0","1","2","0","0","1","0","0","",""
"区西南部","23","2","6","9","0","0","5","0","0","",""
"区西部","32","14","30","19","0","0","4","0","0","",""
"区西北部","13","4","3","14","0","0","1","0","0","",""
"区東北部","1","0","0","2","0","0","1","0","0","",""
"区東部","22","7","6","15","0","0","1","0","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","",""
"南多摩","0","0","0","0","0","0","2","1","0","",""
"北多摩西部","0","0","0","0","0","0","0","0","0","",""
"北多摩南部","0","0","0","0","0","0","7","0","0","",""
"北多摩北部","0","0","0","0","0","0","1","0","0","",""
"島しょ","0","0","0","0","0","0","0","0","0","",""
"合計","121","39","53","67","0","0","29","1","0","",""


"定点報告疾患 月報告分 医療圏別"
"東京都"
"集計期間開始月","2021年6月"
"集計期間終了月","2021年6月"
"性別","女性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","STD定点","基幹定点"
"区中央部","9","1","1","5","2","0","2","0","0","",""
"区南部","3","0","0","0","0","0","1","0","0","",""
"区西南部","11","5","3","0","0","0","0","0","0","",""
"区西部","15","7","29","8","0","0","3","1","0","",""
"区西北部","11","6","0","1","1","0","1","0","0","",""
"区東北部","1","1","0","0","0","0","0","0","0","",""
"区東部","6","3","1","2","0","0","2","0","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","",""
"南多摩","6","1","1","1","1","0","0","0","0","",""
"北多摩西部","9","1","0","1","1","0","0","0","0","",""
"北多摩南部","0","0","0","0","0","0","6","2","0","",""
"北多摩北部","0","0","0","0","0","0","0","0","0","",""
"島しょ","0","0","0","0","0","0","0","0","0","",""
"合計","71","25","35","18","5","0","15","3","0","",""


"定点報告疾患 月報告分 医療圏別"
"東京都"
"集計期間開始月","2021年6月"
"集計期間終了月","2021年6月"
"性別","男女合計"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","STD定点","基幹定点"
"区中央部","38","13","8","11","2","0","8","0","0","10","4"
"区南部","4","0","1","2","0","0","2","0","0","3","1"
"区西南部","34","7","9","9","0","0","5","0","0","5","3"
"区西部","47","21","59","27","0","0","7","1","0","11","4"
"区西北部","24","10","3","15","1","0","2","0","0","6","2"
"区東北部","2","1","0","2","0","0","1","0","0","3","1"
"区東部","28","10","7","17","0","0","3","0","0","6","1"
"西多摩","0","0","0","0","0","0","0","0","0","0","1"
"南多摩","6","1","1","1","1","0","2","1","0","5","1"
"北多摩西部","9","1","0","1","1","0","0","0","0","2","1"
"北多摩南部","0","0","0","0","0","0","13","2","0","3","3"
"北多摩北部","0","0","0","0","0","0","1","0","0","1","2"
"島しょ","0","0","0","0","0","0","0","0","0","0","1"
"合計","192","64","88","85","5","0","44","4","0","55","25"


