"定点報告疾患 週報告分 年齢別集計表"
"東京都"
"集計期間開始週","2013年34週"
"集計期間終了週","2013年34週"
"性別","男性"

"*急性呼吸器感染症（ARI）の「～5ヶ月」は「0歳」、「1歳」は「1～4歳」、「5歳」は「5～9歳」と読み替えてください。"
"*小児科定点把握対象疾患のうち「20-29歳」は「20歳以上」と読み替えてください。"
"*眼科疾患のうち、「70-79歳」は「70歳以上」と読み替えてください。"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）"
"～5ヶ月","0","4","0","0","4","0","7","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"～1歳","0","12","1","0","37","6","58","0","23","0","20","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1歳","0","14","9","3","52","10","205","1","36","0","40","1","5","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2歳","0","3","4","5","33","13","110","3","7","0","29","1","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"3歳","0","3","7","11","31","9","68","1","1","0","17","2","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4歳","0","0","4","10","21","11","44","0","0","0","16","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5歳","0","1","3","10","18","9","30","2","0","0","6","6","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0"
"6歳","0","0","6","8","9","5","19","1","0","0","9","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"7歳","0","0","2","3","13","4","19","0","0","0","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8歳","0","0","4","10","11","4","8","0","0","0","1","5","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9歳","0","0","1","3","10","1","6","0","0","0","3","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"10～14歳","0","0","4","4","32","1","13","0","0","0","5","1","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"15～19歳","0","0","2","0","10","1","1","0","0","0","1","1","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0"
"20～29歳","0","0","0","2","34","1","10","0","0","0","1","1","0","0","0","2","0","0","1","0","0","0","0","0","0","0","0","0"
"30～39歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"40～49歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0"
"50～59歳","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"60～69歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70～79歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","1","37","47","69","315","75","598","8","67","0","152","25","15","3","1","9","0","2","4","0","0","0","0","0","0","0","0","0"
"定点報告疾患 週報告分 年齢別集計表"
"東京都"
"集計期間開始週","2013年34週"
"集計期間終了週","2013年34週"
"性別","女性"

"*急性呼吸器感染症（ARI）の「～5ヶ月」は「0歳」、「1歳」は「1～4歳」、「5歳」は「5～9歳」と読み替えてください。"
"*小児科定点把握対象疾患のうち「20-29歳」は「20歳以上」と読み替えてください。"
"*眼科疾患のうち、「70-79歳」は「70歳以上」と読み替えてください。"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）"
"～5ヶ月","0","6","0","0","0","2","7","0","1","0","2","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"～1歳","0","11","0","1","33","4","60","0","25","0","16","0","4","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"1歳","0","18","5","0","51","12","184","1","42","0","46","3","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"2歳","0","1","7","2","30","12","91","0","4","0","28","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3歳","0","4","9","9","23","12","69","1","2","0","14","2","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0"
"4歳","0","1","8","4","23","4","32","3","0","0","20","5","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5歳","0","0","5","13","12","2","25","0","0","0","12","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6歳","1","0","3","12","10","2","14","1","0","0","6","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7歳","0","0","3","8","14","0","5","0","0","0","4","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8歳","0","0","2","6","14","1","8","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9歳","0","0","0","7","14","0","3","0","0","0","5","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10～14歳","0","0","2","9","18","1","12","1","0","0","4","3","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0"
"15～19歳","0","0","0","1","8","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20～29歳","0","0","1","5","51","0","27","0","0","0","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"30～39歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0"
"40～49歳","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0"
"50～59歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"60～69歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0"
"70～79歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"合計","2","41","45","77","301","52","538","7","74","0","159","24","11","1","0","10","1","1","7","0","0","0","0","0","0","0","0","0"
"定点報告疾患 週報告分 年齢別集計表"
"東京都"
"集計期間開始週","2013年34週"
"集計期間終了週","2013年34週"
"性別","男女合計"

"*急性呼吸器感染症（ARI）の「～5ヶ月」は「0歳」、「1歳」は「1～4歳」、「5歳」は「5～9歳」と読み替えてください。"
"*小児科定点把握対象疾患のうち「20-29歳」は「20歳以上」と読み替えてください。"
"*眼科疾患のうち、「70-79歳」は「70歳以上」と読み替えてください。"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）"
"～5ヶ月","0","10","0","0","4","2","14","0","1","0","3","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"～1歳","0","23","1","1","70","10","118","0","48","0","36","0","5","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"1歳","0","32","14","3","103","22","389","2","78","0","86","4","6","3","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"2歳","0","4","11","7","63","25","201","3","11","0","57","3","4","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"3歳","0","7","16","20","54","21","137","2","3","0","31","4","4","1","0","0","0","0","2","0","0","0","0","0","0","0","0","0"
"4歳","0","1","12","14","44","15","76","3","0","0","36","8","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5歳","0","1","8","23","30","11","55","2","0","0","18","7","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0"
"6歳","1","0","9","20","19","7","33","2","0","0","15","5","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"7歳","0","0","5","11","27","4","24","0","0","0","7","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8歳","0","0","6","16","25","5","16","0","0","0","2","5","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9歳","0","0","1","10","24","1","9","0","0","0","8","3","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"10～14歳","0","0","6","13","50","2","25","1","0","0","9","4","2","0","0","1","0","0","2","0","0","0","0","0","0","0","0","0"
"15～19歳","0","0","2","1","18","1","2","0","0","0","1","1","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0"
"20～29歳","0","0","1","7","85","1","37","0","0","0","2","2","1","0","0","3","0","0","1","0","0","0","0","0","0","0","0","0"
"30～39歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0"
"40～49歳","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0"
"50～59歳","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"60～69歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","0","0","0","0","0","0","0","0","0"
"70～79歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"合計","3","78","92","146","616","127","1136","15","141","0","311","49","26","4","1","19","1","3","11","0","0","0","0","0","0","0","0","0"
"定点数","395","245","245","245","245","245","245","245","245","245","245","245","245","245","38","38","25","25","25","25","25","25","25","25","25","25","25","25"


