"定点報告疾患 月報告分 年齢別集計表"
"東京都"
"集計期間開始月","2017年5月"
"集計期間終了月","2017年5月"
"性別","男性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","11","0","0"
"1～4歳","0","0","0","0","0","0","4","0","0"
"5～9歳","0","0","0","0","0","0","0","0","0"
"10～14歳","0","0","0","0","0","0","0","0","0"
"15～19歳","1","1","0","1","0","0","1","2","0"
"20～24歳","13","5","7","6","0","0","0","0","0"
"25～29歳","22","7","18","14","0","0","1","0","0"
"30～34歳","18","8","13","6","0","0","1","0","0"
"35～39歳","18","15","7","7","0","0","0","0","0"
"40～44歳","19","16","5","9","0","0","2","0","0"
"45～49歳","5","12","6","3","0","0","1","0","0"
"50～54歳","5","10","5","5","0","0","3","0","0"
"55～59歳","1","10","5","2","0","0","1","0","0"
"60～64歳","0","6","2","0","0","0","9","0","0"
"65～69歳","2","1","0","0","0","0","4","0","0"
"70歳以上","3","3","1","0","0","0","12","3","0"
"合計","107","94","69","53","0","0","50","5","0"


"定点報告疾患 月報告分 年齢別集計表"
"東京都"
"集計期間開始月","2017年5月"
"集計期間終了月","2017年5月"
"性別","女性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","3","0","0"
"1～4歳","0","0","0","0","0","0","2","4","0"
"5～9歳","0","0","0","0","0","0","0","0","0"
"10～14歳","0","0","0","0","0","0","0","0","0"
"15～19歳","5","2","2","0","0","0","0","0","0"
"20～24歳","18","7","12","7","0","0","1","0","0"
"25～29歳","27","4","8","10","1","0","0","0","0"
"30～34歳","15","5","4","2","1","0","0","0","0"
"35～39歳","11","5","4","3","0","0","2","0","0"
"40～44歳","4","6","3","5","1","0","0","0","0"
"45～49歳","5","2","0","4","1","0","1","0","0"
"50～54歳","3","4","1","0","0","0","2","0","0"
"55～59歳","0","2","0","0","0","0","0","0","0"
"60～64歳","0","3","0","0","0","0","1","0","0"
"65～69歳","0","0","0","0","0","0","3","0","0"
"70歳以上","0","2","0","0","0","0","9","0","0"
"合計","88","42","34","31","4","0","24","4","0"


"定点報告疾患 月報告分 年齢別集計表"
"東京都"
"集計期間開始月","2017年5月"
"集計期間終了月","2017年5月"
"性別","男女合計"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","14","0","0"
"1～4歳","0","0","0","0","0","0","6","4","0"
"5～9歳","0","0","0","0","0","0","0","0","0"
"10～14歳","0","0","0","0","0","0","0","0","0"
"15～19歳","6","3","2","1","0","0","1","2","0"
"20～24歳","31","12","19","13","0","0","1","0","0"
"25～29歳","49","11","26","24","1","0","1","0","0"
"30～34歳","33","13","17","8","1","0","1","0","0"
"35～39歳","29","20","11","10","0","0","2","0","0"
"40～44歳","23","22","8","14","1","0","2","0","0"
"45～49歳","10","14","6","7","1","0","2","0","0"
"50～54歳","8","14","6","5","0","0","5","0","0"
"55～59歳","1","12","5","2","0","0","1","0","0"
"60～64歳","0","9","2","0","0","0","10","0","0"
"65～69歳","2","1","0","0","0","0","7","0","0"
"70歳以上","3","5","1","0","0","0","21","3","0"
"合計","195","136","103","84","4","0","74","9","0"
"定点数","55","55","55","55","55","55","25","25","25"


