"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2018年24週
"集計期間終了週",2018年24週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","17","12","29","416"
"RSウイルス感染症","35","27","62","262"
"咽頭結膜熱","105","102","207","262"
"Ａ群溶血性レンサ球菌咽頭炎","506","370","876","262"
"感染性胃腸炎","912","830","1742","262"
"水痘","60","53","113","262"
"手足口病","45","45","90","262"
"伝染性紅斑","77","93","170","262"
"突発性発しん","94","86","180","262"
"ヘルパンギーナ","59","59","118","262"
"流行性耳下腺炎","27","19","46","262"
"不明発しん症","12","8","20","262"
"川崎病","2","3","5","262"
"急性出血性結膜炎","0","0","0","38"
"流行性角結膜炎","11","14","25","38"
"細菌性髄膜炎","0","1","1","25"
"無菌性髄膜炎","1","1","2","25"
"マイコプラズマ肺炎","1","0","1","25"
"クラミジア肺炎(オウム病は除く)","0","1","1","25"
"感染性胃腸炎（ロタウイルス）","0","2","2","25"
"インフルエンザ入院","1","1","2","25"
