"定点報告疾患 週報告分 保健所別"
"東京都"
"集計期間開始週","2013年21週"
"集計期間終了週","2013年21週"
"性別","男性"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","0","0","3","0","6","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"中央区","1","0","0","2","5","1","0","2","2","0","0","0","1","1","0","1","0","0","0","0","0","","","","","",""
"みなと","3","2","4","12","15","0","3","0","4","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"新宿区","0","1","1","10","23","2","0","1","2","0","0","0","0","0","0","1","0","0","3","0","0","","","","","",""
"文京","2","0","0","5","2","3","2","0","0","0","0","1","0","0","0","3","0","0","0","0","0","","","","","",""
"台東","3","2","0","9","18","1","0","0","3","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","2","1","0","3","5","4","1","0","1","0","0","0","0","0","0","0","0","2","0","0","0","","","","","",""
"江東区","7","0","2","11","68","8","4","0","2","0","0","2","2","1","0","0","0","0","0","0","0","","","","","",""
"品川区","2","0","2","12","39","2","0","0","4","0","1","1","1","0","0","0","0","0","0","0","0","","","","","",""
"目黒区","0","0","0","0","4","3","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"大田区","4","3","10","23","92","11","0","9","4","0","1","0","0","1","0","1","0","0","0","0","0","","","","","",""
"世田谷","4","0","9","22","57","12","2","1","8","0","0","1","1","1","0","0","1","0","0","0","0","","","","","",""
"渋谷区","0","0","0","7","9","2","0","0","2","0","0","0","0","0","0","1","0","0","0","0","0","","","","","",""
"中野区","9","1","2","3","12","5","0","0","2","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"杉並","3","0","6","15","34","5","1","0","1","0","1","3","0","0","0","1","0","0","0","0","0","","","","","",""
"池袋","1","0","3","1","11","3","1","0","1","0","2","0","0","0","0","0","1","0","0","0","0","","","","","",""
"北区","4","0","2","2","28","4","4","1","3","0","0","1","0","0","0","1","0","0","0","0","0","","","","","",""
"荒川区","2","0","1","21","20","5","2","0","3","0","2","0","0","0","0","2","0","0","0","0","0","","","","","",""
"板橋区","5","0","1","3","32","0","4","0","0","0","0","3","0","0","0","0","0","0","0","0","0","","","","","",""
"練馬区","0","0","12","24","42","11","3","1","6","0","0","1","1","0","0","0","0","0","0","0","0","","","","","",""
