"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2020年49週
"集計期間終了週",2020年49週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","3","0","3","408"
"RSウイルス感染症","0","0","0","257"
"咽頭結膜熱","25","17","42","257"
"Ａ群溶血性レンサ球菌咽頭炎","67","67","134","257"
"感染性胃腸炎","333","284","617","257"
"水痘","31","17","48","257"
"手足口病","5","3","8","257"
"伝染性紅斑","3","1","4","257"
"突発性発しん","48","49","97","257"
"ヘルパンギーナ","9","6","15","257"
"流行性耳下腺炎","9","5","14","257"
"不明発しん症","7","3","10","257"
"川崎病","1","1","2","257"
"急性出血性結膜炎","0","0","0","38"
"流行性角結膜炎","5","2","7","38"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","0","0","0","25"
"マイコプラズマ肺炎","0","0","0","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"感染性胃腸炎（ロタウイルス）","0","0","0","25"
"インフルエンザ入院","0","0","0","25"
