"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2019年31週
"集計期間終了週",2019年31週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","25","30","55","409"
"RSウイルス感染症","309","251","560","259"
"咽頭結膜熱","47","35","82","259"
"Ａ群溶血性レンサ球菌咽頭炎","182","156","338","259"
"感染性胃腸炎","479","421","900","259"
"水痘","47","39","86","259"
"手足口病","1719","1490","3209","259"
"伝染性紅斑","38","38","76","259"
"突発性発しん","61","52","113","259"
"ヘルパンギーナ","493","434","927","259"
"流行性耳下腺炎","9","9","18","259"
"不明発しん症","22","15","37","259"
"川崎病","1","1","2","259"
"急性出血性結膜炎","0","0","0","38"
"流行性角結膜炎","8","8","16","38"
"細菌性髄膜炎","2","0","2","25"
"無菌性髄膜炎","1","0","1","25"
"マイコプラズマ肺炎","4","1","5","25"
"クラミジア肺炎(オウム病は除く)","1","1","2","25"
"感染性胃腸炎（ロタウイルス）","0","0","0","25"
"インフルエンザ入院","2","1","3","25"
