"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2023年50週
"集計期間終了週",2023年50週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","4352","4125","8477","414"
"新型コロナウイルス感染症（COVID-19）","510","559","1069","414"
"RSウイルス感染症","6","2","8","261"
"咽頭結膜熱","460","417","877","261"
"Ａ群溶血性レンサ球菌咽頭炎","869","710","1579","261"
"感染性胃腸炎","1414","1262","2676","261"
"水痘","48","32","80","261"
"手足口病","57","40","97","261"
"伝染性紅斑","8","9","17","261"
"突発性発しん","33","22","55","261"
"ヘルパンギーナ","4","5","9","261"
"流行性耳下腺炎","7","1","8","261"
"不明発しん症","3","1","4","261"
"川崎病","4","4","8","261"
"急性出血性結膜炎","2","0","2","39"
"流行性角結膜炎","15","24","39","39"
"細菌性髄膜炎","1","0","1","25"
"無菌性髄膜炎","1","0","1","25"
"マイコプラズマ肺炎","1","1","2","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"感染性胃腸炎（ロタウイルス）","0","0","0","25"
"インフルエンザ入院","33","23","56","25"
"COVID-19入院","45","23","68","25"
