"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2017年32週
"集計期間終了週",2017年32週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","20","16","36","383"
"RSウイルス感染症","262","220","482","243"
"咽頭結膜熱","82","81","163","243"
"Ａ群溶血性レンサ球菌咽頭炎","125","104","229","243"
"感染性胃腸炎","431","349","780","243"
"水痘","29","30","59","243"
"手足口病","1415","1251","2666","243"
"伝染性紅斑","8","9","17","243"
"突発性発しん","57","45","102","243"
"百日咳","3","0","3","243"
"ヘルパンギーナ","253","232","485","243"
"流行性耳下腺炎","25","21","46","243"
"不明発しん症","6","10","16","243"
"川崎病","3","1","4","243"
"急性出血性結膜炎","0","0","0","38"
"流行性角結膜炎","18","19","37","38"
"細菌性髄膜炎","1","0","1","25"
"無菌性髄膜炎","0","0","0","25"
"マイコプラズマ肺炎","0","0","0","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"感染性胃腸炎（ロタウイルス）","0","0","0","25"
"インフルエンザ入院","2","2","4","25"
