"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2021年39週
"集計期間終了週",2021年39週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","0","0","0","412"
"RSウイルス感染症","23","14","37","262"
"咽頭結膜熱","8","4","12","262"
"Ａ群溶血性レンサ球菌咽頭炎","34","27","61","262"
"感染性胃腸炎","311","293","604","262"
"水痘","12","14","26","262"
"手足口病","33","17","50","262"
"伝染性紅斑","0","1","1","262"
"突発性発しん","58","40","98","262"
"ヘルパンギーナ","47","70","117","262"
"流行性耳下腺炎","8","3","11","262"
"不明発しん症","4","10","14","262"
"川崎病","1","0","1","262"
"急性出血性結膜炎","0","0","0","38"
"流行性角結膜炎","3","4","7","38"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","0","0","0","25"
"マイコプラズマ肺炎","1","0","1","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"感染性胃腸炎（ロタウイルス）","0","0","0","25"
"インフルエンザ入院","0","0","0","25"
