"定点報告疾患 週報告分 年齢別集計表"
"東京都"
"集計期間開始週","2011年39週"
"集計期間終了週","2011年39週"
"性別","男性"

"*急性呼吸器感染症（ARI）の「～5ヶ月」は「0歳」、「1歳」は「1～4歳」、「5歳」は「5～9歳」と読み替えてください。"
"*小児科定点把握対象疾患のうち「20-29歳」は「20歳以上」と読み替えてください。"
"*眼科疾患のうち、「70-79歳」は「70歳以上」と読み替えてください。"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）"
"～5ヶ月","0","16","0","0","11","0","7","0","3","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"～1歳","0","22","0","0","41","2","26","0","38","0","13","0","1","1","0","0","0","0","2","0","0","0","0","0","0","0","0","0"
"1歳","0","38","4","0","72","11","107","2","42","0","39","1","3","2","0","0","0","0","2","0","0","0","0","0","0","0","0","0"
"2歳","0","6","2","3","46","7","76","3","5","0","21","3","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"3歳","0","6","2","8","47","15","47","3","1","0","22","2","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"4歳","0","4","3","13","48","8","37","2","0","1","19","14","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"5歳","0","1","2","25","31","6","34","7","0","0","9","6","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"6歳","0","1","1","10","31","1","18","2","0","0","8","4","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"7歳","0","2","0","23","19","3","9","0","0","0","2","5","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0"
"8歳","0","0","2","11","19","2","7","0","0","0","3","1","0","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0"
"9歳","0","0","1","9","21","0","3","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10～14歳","0","0","2","13","30","0","7","2","0","0","5","2","1","0","0","0","0","1","3","1","0","0","0","0","0","0","0","0"
"15～19歳","0","0","0","3","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20～29歳","0","1","1","5","35","0","8","0","0","0","2","0","1","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0"
"30～39歳","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0"
"40～49歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","1","0","0","0","0","0","0","0","0","0","0","0"
"50～59歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"60～69歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"70～79歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","1","97","20","123","461","55","386","21","89","1","148","38","10","4","0","8","1","4","14","1","0","0","0","0","0","0","0","0"
"定点報告疾患 週報告分 年齢別集計表"
"東京都"
"集計期間開始週","2011年39週"
"集計期間終了週","2011年39週"
"性別","女性"

"*急性呼吸器感染症（ARI）の「～5ヶ月」は「0歳」、「1歳」は「1～4歳」、「5歳」は「5～9歳」と読み替えてください。"
"*小児科定点把握対象疾患のうち「20-29歳」は「20歳以上」と読み替えてください。"
