"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2014年12週
"集計期間終了週",2014年12週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","3089","3017","6106","414"
"RSウイルス感染症","15","18","33","261"
"咽頭結膜熱","29","17","46","261"
"Ａ群溶血性レンサ球菌咽頭炎","241","248","489","261"
"感染性胃腸炎","663","562","1225","261"
"水痘","84","77","161","261"
"手足口病","3","4","7","261"
"伝染性紅斑","14","17","31","261"
"突発性発しん","42","54","96","261"
"百日咳","1","5","6","261"
"ヘルパンギーナ","1","1","2","261"
"流行性耳下腺炎","17","9","26","261"
"不明発しん症","7","5","12","261"
"川崎病","2","1","3","261"
"急性出血性結膜炎","2","0","2","37"
"流行性角結膜炎","5","3","8","37"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","0","0","0","25"
"マイコプラズマ肺炎","1","1","2","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"感染性胃腸炎（ロタウイルス）","5","2","7","25"
"インフルエンザ入院","20","9","29","25"
