"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2009年33週
"集計期間終了週",2009年33週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","298","252","550","258"
"RSウイルス感染症","6","9","15","130"
"咽頭結膜熱","7","7","14","130"
"Ａ群溶血性レンサ球菌咽頭炎","28","22","50","130"
"感染性胃腸炎","113","105","218","130"
"水痘","23","21","44","130"
"手足口病","92","84","176","130"
"伝染性紅斑","5","9","14","130"
"突発性発しん","42","36","78","130"
"百日咳","0","3","3","130"
"ヘルパンギーナ","99","84","183","130"
"流行性耳下腺炎","37","43","80","130"
"不明発しん症","13","16","29","130"
"川崎病","0","1","1","130"
"急性出血性結膜炎","0","0","0","34"
"流行性角結膜炎","3","3","6","34"
"細菌性髄膜炎","0","0","0","24"
"無菌性髄膜炎","0","1","1","24"
"マイコプラズマ肺炎","2","3","5","24"
"クラミジア肺炎(オウム病は除く)","1","0","1","24"
