"定点報告疾患 月報告分 保健所別"
"東京都"
"集計期間開始月","2008年9月"
"集計期間終了月","2008年9月"
"性別","男性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","STD定点","基幹定点"
"千代田","13","4","8","14","0","1","0","0","0","",""
"中央区","2","0","0","2","0","0","0","0","0","",""
"みなと","6","3","1","2","0","0","5","0","0","",""
"新宿区","24","14","21","17","0","0","19","0","0","",""
"文京","4","2","0","2","0","0","4","1","0","",""
"台東","1","0","0","0","0","0","0","0","0","",""
"墨田区","3","0","3","2","0","0","1","3","0","",""
"江東区","11","8","6","8","0","0","0","0","0","",""
"品川区","1","1","0","0","0","0","0","0","0","",""
"目黒区","0","0","0","0","0","0","0","0","0","",""
"大田区","1","0","0","2","0","0","0","0","0","",""
"世田谷","0","0","0","0","0","0","5","1","0","",""
"渋谷区","11","3","2","1","0","0","1","0","0","",""
"中野区","6","0","0","7","0","0","0","0","0","",""
"杉並","0","0","0","0","0","0","17","1","2","",""
"池袋","11","6","8","6","0","0","2","3","0","",""
"北区","0","1","2","0","0","0","0","0","0","",""
"荒川区","0","0","0","0","0","0","0","0","0","",""
"板橋区","0","1","2","1","0","0","0","0","0","",""
"練馬区","0","0","0","0","0","0","0","0","0","",""
"足立","0","3","0","3","0","0","0","0","0","",""
"葛飾区","0","0","0","0","0","0","3","2","0","",""
"江戸川","3","0","0","6","0","0","0","0","0","",""
"八王子市","0","0","0","0","0","0","0","0","0","",""
"町田市","0","0","0","0","0","0","0","0","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","",""
"南多摩","0","0","0","0","0","0","0","0","0","",""
"多摩立川","0","0","0","0","0","0","0","0","0","",""
"多摩府中","0","0","1","1","0","0","6","0","0","",""
"多摩小平","0","0","0","0","0","0","11","9","0","",""
"島しょ","0","0","0","0","0","0","0","0","0","",""
"合計","97","46","54","74","0","1","74","20","2","",""


"定点報告疾患 月報告分 保健所別"
"東京都"
"集計期間開始月","2008年9月"
"集計期間終了月","2008年9月"
"性別","女性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","STD定点","基幹定点"
"千代田","0","0","1","1","0","0","0","0","0","",""
"中央区","8","0","0","0","0","0","0","0","0","",""
"みなと","8","0","6","0","0","0","1","0","0","",""
"新宿区","15","10","6","2","1","0","10","2","0","",""
"文京","0","0","0","0","0","0","4","0","0","",""
"台東","20","1","4","0","2","1","0","0","0","",""
"墨田区","0","0","2","0","0","0","3","0","0","",""
"江東区","0","0","0","0","1","1","0","0","0","",""
"品川区","0","0","0","0","0","0","0","0","0","",""
"目黒区","0","0","0","0","0","0","0","0","0","",""
"大田区","2","0","0","0","0","0","0","0","0","",""
"世田谷","0","0","0","0","0","0","0","0","0","",""
"渋谷区","7","5","9","1","0","0","1","0","0","",""
"中野区","4","0","1","1","3","0","0","0","0","",""
"杉並","0","0","0","0","0","0","9","0","0","",""
"池袋","11","4","4","0","1","1","0","0","0","",""
"北区","0","0","0","0","0","0","0","0","0","",""
"荒川区","3","1","0","2","1","0","0","0","0","",""
"板橋区","11","0","1","0","0","0","0","0","0","",""
"練馬区","0","0","0","0","0","0","0","0","0","",""
"足立","0","0","0","0","0","0","0","0","0","",""
"葛飾区","0","0","0","0","0","0","3","0","0","",""
"江戸川","11","1","0","1","1","0","0","0","0","",""
"八王子市","18","3","3","1","3","0","0","0","0","",""
"町田市","0","1","0","0","1","0","0","0","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","",""
"南多摩","0","0","0","0","0","0","0","0","0","",""
"多摩立川","14","2","0","1","1","0","0","0","0","",""
"多摩府中","0","0","0","1","0","0","2","0","2","",""
"多摩小平","2","0","0","0","1","0","5","7","0","",""
"島しょ","0","0","0","0","0","0","0","0","0","",""
"合計","134","28","37","11","16","3","38","9","2","",""


"定点報告疾患 月報告分 保健所別"
"東京都"
"集計期間開始月","2008年9月"
"集計期間終了月","2008年9月"
"性別","男女合計"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","STD定点","基幹定点"
"千代田","13","4","9","15","0","1","0","0","0","2","2"
"中央区","10","0","0","2","0","0","0","0","0","3","0"
"みなと","14","3","7","2","0","0","6","0","0","2","1"
"新宿区","39","24","27","19","1","0","29","2","0","6","2"
"文京","4","2","0","2","0","0","8","1","0","1","1"
"台東","21","1","4","0","2","1","0","0","0","3","0"
"墨田区","3","0","5","2","0","0","4","3","0","2","1"
"江東区","11","8","6","8","1","1","0","0","0","2","0"
"品川区","1","1","0","0","0","0","0","0","0","1","0"
"目黒区","0","0","0","0","0","0","0","0","0","0","0"
"大田区","3","0","0","2","0","0","0","0","0","2","1"
"世田谷","0","0","0","0","0","0","5","1","0","0","2"
"渋谷区","18","8","11","2","0","0","2","0","0","5","1"
"中野区","10","0","1","8","3","0","0","0","0","2","1"
"杉並","0","0","0","0","0","0","26","1","2","2","1"
"池袋","22","10","12","6","1","1","2","3","0","3","1"
"北区","0","1","2","0","0","0","0","0","0","1","0"
"荒川区","3","1","0","2","1","0","0","0","0","1","0"
"板橋区","11","1","3","1","0","0","0","0","0","2","1"
"練馬区","0","0","0","0","0","0","0","0","0","0","0"
"足立","0","3","0","3","0","0","0","0","0","2","0"
"葛飾区","0","0","0","0","0","0","6","2","0","0","1"
"江戸川","14","1","0","7","1","0","0","0","0","2","0"
"八王子市","18","3","3","1","3","0","0","0","0","4","1"
"町田市","0","1","0","0","1","0","0","0","0","1","0"
"西多摩","0","0","0","0","0","0","0","0","0","0","1"
"南多摩","0","0","0","0","0","0","0","0","0","0","0"
"多摩立川","14","2","0","1","1","0","0","0","0","2","1"
"多摩府中","0","0","1","2","0","0","8","0","2","3","2"
"多摩小平","2","0","0","0","1","0","16","16","0","1","2"
"島しょ","0","0","0","0","0","0","0","0","0","0","1"
"合計","231","74","91","85","16","4","112","29","4","55","24"


