"定点報告疾患 週報告分 年齢別集計表"
"東京都"
"集計期間開始週","2023年46週"
"集計期間終了週","2023年46週"
"性別","男性"

"*急性呼吸器感染症（ARI）の「～5ヶ月」は「0歳」、「1歳」は「1～4歳」、「5歳」は「5～9歳」と読み替えてください。"
"*小児科定点把握対象疾患のうち「20-29歳」は「20歳以上」と読み替えてください。"
"*眼科疾患のうち、「70-79歳」は「70歳以上」と読み替えてください。"

"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）","ＩＣＵ入室（COVID-19入院）","人工呼吸器の利用（COVID-19入院）","いずれにも該当せず（COVID-19入院）"
"～5ヶ月","3","2","0","2","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1"
"～1歳","8","2","0","13","2","35","1","4","1","1","0","0","1","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0"
"1歳","53","6","0","63","8","80","1","26","0","18","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2歳","55","5","0","73","22","83","0","21","0","4","1","1","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3歳","83","3","0","63","43","75","2","19","0","1","2","2","0","1","0","2","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0"
"4歳","128","5","0","85","70","78","4","7","0","1","2","0","0","1","0","2","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0"
"5歳","149","2","0","62","84","88","2","10","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","0","0","0","0","0","1","0","0","0","2"
"6歳","148","4","0","41","91","64","4","5","0","0","0","0","1","0","0","1","0","0","0","0","0","3","0","1","0","1","0","0","2","1","0","0","0"
"7歳","163","0","1","33","101","58","8","5","0","0","1","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0"
"8歳","175","1","0","16","67","53","3","0","0","0","0","1","0","0","0","0","0","0","1","0","0","2","0","0","0","1","0","0","1","1","0","0","0"
"9歳","147","4","0","10","61","33","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","2","0","0","0","0"
"10～14歳","618","17","0","15","96","77","7","3","0","0","1","0","0","0","0","0","0","0","0","0","0","4","1","1","1","1","0","0","2","1","0","0","1"
"15～19歳","299","15","0","0","5","17","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","2","0","0","0","0"
