"定点報告疾患 週報告分 年齢別集計表"
"東京都"
"集計期間開始週","2003年15週"
"集計期間終了週","2003年15週"
"性別","男性"

"*急性呼吸器感染症（ARI）の「～5ヶ月」は「0歳」、「1歳」は「1～4歳」、「5歳」は「5～9歳」と読み替えてください。"
"*小児科定点把握対象疾患のうち「20-29歳」は「20歳以上」と読み替えてください。"
"*眼科疾患のうち、「70-79歳」は「70歳以上」と読み替えてください。"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","急性脳炎(日本脳炎を除く)","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん"
"～5ヶ月","0","0","0","0","6","2","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"～1歳","0","0","0","0","22","3","0","0","20","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"1歳","0","0","1","4","60","14","2","2","15","0","0","0","2","3","1","0","0","0","0","0","0","0","0","0"
"2歳","2","0","1","6","32","10","1","0","1","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0"
"3歳","0","0","0","5","46","20","1","3","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0"
"4歳","0","0","1","7","23","13","0","1","0","0","0","0","0","5","1","0","0","1","0","0","0","1","0","0"
"5歳","0","0","0","4","29","6","2","3","0","0","0","0","1","3","1","0","0","0","0","0","0","0","0","0"
"6歳","0","0","0","3","10","4","0","1","0","0","0","0","0","2","1","0","0","0","0","0","0","0","0","0"
"7歳","0","0","0","7","14","4","0","0","0","0","0","0","1","2","0","1","0","0","0","0","0","1","0","0"
"8歳","0","0","0","2","7","4","0","3","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0"
"9歳","0","0","0","0","6","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"10～14歳","0","0","0","1","24","1","0","2","0","0","1","0","0","4","1","0","0","1","0","0","0","0","0","0"
"15～19歳","0","0","0","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20～29歳","1","0","0","1","32","1","0","0","0","0","2","0","1","0","0","0","0","1","0","0","0","0","0","1"
"30～39歳","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","4","0","0","0","0","0","0"
"40～49歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"50～59歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"60～69歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70～79歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","4","0","3","40","319","82","6","16","38","1","3","1","7","22","8","1","1","9","0","0","1","2","0","1"
"定点報告疾患 週報告分 年齢別集計表"
"東京都"
"集計期間開始週","2003年15週"
"集計期間終了週","2003年15週"
"性別","女性"

"*急性呼吸器感染症（ARI）の「～5ヶ月」は「0歳」、「1歳」は「1～4歳」、「5歳」は「5～9歳」と読み替えてください。"
"*小児科定点把握対象疾患のうち「20-29歳」は「20歳以上」と読み替えてください。"
"*眼科疾患のうち、「70-79歳」は「70歳以上」と読み替えてください。"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","急性脳炎(日本脳炎を除く)","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん"
"～5ヶ月","0","0","0","0","6","2","0","0","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"～1歳","0","0","0","1","25","2","0","3","25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1歳","1","0","1","3","49","12","4","1","9","0","0","1","0","0","1","0","0","0","0","0","0","1","0","0"
"2歳","1","0","2","2","34","19","4","1","3","0","0","0","0","2","1","0","0","0","0","1","0","0","0","0"
"3歳","1","0","1","9","32","15","0","0","0","0","0","0","1","2","1","0","0","0","0","1","0","0","0","0"
"4歳","1","0","0","6","18","7","3","4","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"5歳","1","0","1","3","21","3","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6歳","0","0","0","4","12","0","1","2","0","0","0","2","1","0","0","0","0","0","0","0","0","0","0","0"
"7歳","0","0","0","3","12","3","0","0","0","0","0","0","1","2","0","0","0","0","0","0","0","0","0","0"
"8歳","0","0","0","3","10","2","1","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0"
"9歳","1","0","0","0","8","2","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"10～14歳","1","0","0","3","17","5","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"15～19歳","0","0","0","0","6","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","1","0","0","0"
"20～29歳","0","0","0","3","61","0","1","1","0","0","0","2","1","0","0","0","0","1","0","0","0","0","0","1"
"30～39歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"40～49歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"50～59歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"60～69歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"70～79歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","7","0","5","40","311","72","14","13","39","0","1","5","8","9","4","0","1","2","0","2","1","1","0","3"
"定点報告疾患 週報告分 年齢別集計表"
"東京都"
"集計期間開始週","2003年15週"
"集計期間終了週","2003年15週"
"性別","男女合計"

"*急性呼吸器感染症（ARI）の「～5ヶ月」は「0歳」、「1歳」は「1～4歳」、「5歳」は「5～9歳」と読み替えてください。"
"*小児科定点把握対象疾患のうち「20-29歳」は「20歳以上」と読み替えてください。"
"*眼科疾患のうち、「70-79歳」は「70歳以上」と読み替えてください。"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","急性脳炎(日本脳炎を除く)","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん"
"～5ヶ月","0","0","0","0","12","4","0","0","4","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"～1歳","0","0","0","1","47","5","0","3","45","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"1歳","1","0","2","7","109","26","6","3","24","0","0","1","2","3","2","0","0","0","0","0","0","1","0","0"
"2歳","3","0","3","8","66","29","5","1","4","0","0","1","0","3","2","0","0","0","0","1","0","0","0","0"
"3歳","1","0","1","14","78","35","1","3","0","0","0","0","2","3","1","0","0","0","0","1","0","0","0","0"
"4歳","1","0","1","13","41","20","3","5","0","0","0","0","0","6","1","0","0","1","0","0","0","1","0","0"
"5歳","1","0","1","7","50","9","2","3","0","0","1","0","1","3","1","0","0","0","0","0","0","0","0","0"
"6歳","0","0","0","7","22","4","1","3","0","0","0","2","1","2","1","0","0","0","0","0","0","0","0","0"
"7歳","0","0","0","10","26","7","0","0","0","0","0","0","2","4","0","1","0","0","0","0","0","1","0","0"
"8歳","0","0","0","5","17","6","1","3","0","0","0","0","1","3","0","0","0","0","0","0","0","0","0","0"
"9歳","1","0","0","0","14","2","0","2","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0"
"10～14歳","1","0","0","4","41","6","0","2","0","0","1","0","1","4","1","0","0","1","0","0","0","0","0","0"
"15～19歳","0","0","0","0","14","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","1","0","0","0"
"20～29歳","1","0","0","4","93","1","1","1","0","0","2","2","2","0","0","0","0","2","0","0","0","0","0","2"
"30～39歳","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","4","0","0","0","0","0","1"
"40～49歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1"
"50～59歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0"
"60～69歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"70～79歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","11","0","8","80","630","154","20","29","77","1","4","6","15","31","12","1","2","11","0","2","2","3","0","4"
"定点数","178","142","142","142","142","142","142","142","142","142","142","142","142","142","142","142","14","14","25","25","25","25","25","25"


