"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2006年51週
"集計期間終了週",2006年51週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","0","2","2","178"
"RSウイルス感染症","68","55","123","142"
"咽頭結膜熱","34","32","66","142"
"Ａ群溶血性レンサ球菌咽頭炎","118","120","238","142"
"感染性胃腸炎","1330","1296","2626","142"
"水痘","135","120","255","142"
"手足口病","23","14","37","142"
"伝染性紅斑","26","35","61","142"
"突発性発しん","34","34","68","142"
"百日咳","0","1","1","142"
"風しん","0","0","0","142"
"ヘルパンギーナ","7","1","8","142"
"麻しん（成人麻しん以外）","1","0","1","142"
"流行性耳下腺炎","31","25","56","142"
"不明発しん症","2","3","5","142"
"川崎病","1","0","1","142"
"急性出血性結膜炎","0","0","0","14"
"流行性角結膜炎","8","6","14","14"
"細菌性髄膜炎","0","1","1","25"
"無菌性髄膜炎","0","1","1","25"
"マイコプラズマ肺炎","8","1","9","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"成人麻しん","1","0","1","25"
