"定点報告疾患 月報告分 保健所別"
"東京都"
"集計期間開始月","2017年10月"
"集計期間終了月","2017年10月"
"性別","男性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","STD定点","基幹定点"
"千代田","21","3","5","7","0","0","0","0","0","",""
"中央区","5","4","2","1","0","0","0","0","0","",""
"みなと","4","32","4","1","0","0","3","0","0","",""
"新宿区","24","9","30","20","0","0","9","0","0","",""
"文京","3","1","1","1","0","0","7","0","1","",""
"台東","1","0","0","2","0","0","0","0","0","",""
"墨田区","5","1","2","1","0","0","4","0","0","",""
"江東区","16","6","3","1","0","0","0","0","0","",""
"品川区","3","3","0","2","0","0","0","0","0","",""
"目黒区","0","0","0","0","0","0","0","0","0","",""
"大田区","3","0","0","1","0","0","4","0","0","",""
"世田谷","0","0","0","0","0","0","4","0","0","",""
"渋谷区","6","9","3","7","0","0","0","0","0","",""
"中野区","0","0","0","1","0","0","0","0","0","",""
"杉並","11","0","0","7","0","0","2","0","0","",""
"池袋","15","2","2","9","0","0","2","2","0","",""
"北区","1","0","1","0","0","0","0","0","0","",""
"荒川区","0","0","0","0","0","0","0","0","0","",""
"板橋区","3","1","0","2","0","0","0","0","0","",""
"練馬区","0","0","0","0","0","0","0","0","0","",""
"足立","0","0","0","0","0","0","0","0","0","",""
"葛飾区","0","0","0","0","0","0","2","1","0","",""
"江戸川","3","0","1","2","0","0","0","0","0","",""
"八王子市","0","0","0","0","0","0","0","0","0","",""
"町田市","0","0","0","0","0","0","0","0","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","",""
"南多摩","0","0","0","0","0","0","0","0","0","",""
"多摩立川","1","0","0","0","0","0","0","0","0","",""
"多摩府中","1","0","0","0","0","0","20","0","0","",""
"多摩小平","0","0","0","0","0","0","0","0","0","",""
"島しょ","0","0","0","0","0","0","0","0","0","",""
"合計","126","71","54","65","0","0","57","3","1","",""


"定点報告疾患 月報告分 保健所別"
"東京都"
"集計期間開始月","2017年10月"
"集計期間終了月","2017年10月"
"性別","女性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","STD定点","基幹定点"
"千代田","0","0","0","0","0","0","0","0","0","",""
"中央区","0","1","0","0","1","0","0","0","0","",""
"みなと","2","4","0","0","0","0","1","0","0","",""
"新宿区","9","4","14","3","0","0","6","0","0","",""
"文京","0","0","0","0","0","0","1","0","0","",""
"台東","9","0","1","8","4","0","0","0","0","",""
"墨田区","2","0","0","0","0","0","3","0","0","",""
"江東区","1","0","0","0","1","0","0","0","0","",""
"品川区","0","0","0","0","0","0","0","0","0","",""
"目黒区","0","0","0","0","0","0","0","0","0","",""
"大田区","3","0","0","0","1","0","0","0","0","",""
"世田谷","0","0","0","0","0","0","3","1","0","",""
"渋谷区","12","7","4","0","1","0","0","0","0","",""
"中野区","0","0","0","1","3","0","0","0","0","",""
"杉並","2","0","0","1","0","0","2","0","0","",""
"池袋","4","3","0","1","1","0","0","0","0","",""
"北区","0","0","0","0","0","0","0","0","0","",""
"荒川区","0","0","0","0","0","0","0","0","0","",""
"板橋区","3","4","0","1","0","0","0","0","0","",""
"練馬区","0","0","0","0","0","0","0","0","0","",""
"足立","1","0","0","0","0","0","0","0","0","",""
"葛飾区","0","0","0","0","0","0","0","0","0","",""
"江戸川","3","0","0","2","4","0","0","0","0","",""
"八王子市","15","0","0","1","1","0","1","0","0","",""
"町田市","3","2","1","0","0","0","0","0","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","",""
"南多摩","0","0","0","0","0","0","0","0","0","",""
"多摩立川","16","1","0","1","0","0","0","0","0","",""
"多摩府中","0","0","0","0","0","0","10","0","0","",""
"多摩小平","0","0","0","0","0","0","0","0","0","",""
"島しょ","0","0","0","0","0","0","0","1","0","",""
"合計","85","26","20","19","17","0","27","2","0","",""


"定点報告疾患 月報告分 保健所別"
"東京都"
"集計期間開始月","2017年10月"
"集計期間終了月","2017年10月"
"性別","男女合計"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","STD定点","基幹定点"
"千代田","21","3","5","7","0","0","0","0","0","2","2"
"中央区","5","5","2","1","1","0","0","0","0","3","0"
"みなと","6","36","4","1","0","0","4","0","0","2","1"
"新宿区","33","13","44","23","0","0","15","0","0","7","2"
"文京","3","1","1","1","0","0","8","0","1","1","1"
"台東","10","0","1","10","4","0","0","0","0","2","0"
"墨田区","7","1","2","1","0","0","7","0","0","2","1"
"江東区","17","6","3","1","1","0","0","0","0","2","0"
"品川区","3","3","0","2","0","0","0","0","0","1","0"
"目黒区","0","0","0","0","0","0","0","0","0","0","0"
"大田区","6","0","0","1","1","0","4","0","0","2","1"
"世田谷","0","0","0","0","0","0","7","1","0","0","2"
"渋谷区","18","16","7","7","1","0","0","0","0","5","1"
"中野区","0","0","0","2","3","0","0","0","0","2","0"
"杉並","13","0","0","8","0","0","4","0","0","2","2"
"池袋","19","5","2","10","1","0","2","2","0","3","1"
"北区","1","0","1","0","0","0","0","0","0","1","0"
"荒川区","0","0","0","0","0","0","0","0","0","1","0"
"板橋区","6","5","0","3","0","0","0","0","0","2","1"
"練馬区","0","0","0","0","0","0","0","0","0","0","0"
"足立","1","0","0","0","0","0","0","0","0","2","0"
"葛飾区","0","0","0","0","0","0","2","1","0","0","1"
"江戸川","6","0","1","4","4","0","0","0","0","2","0"
"八王子市","15","0","0","1","1","0","1","0","0","4","1"
"町田市","3","2","1","0","0","0","0","0","0","1","0"
"西多摩","0","0","0","0","0","0","0","0","0","0","1"
"南多摩","0","0","0","0","0","0","0","0","0","0","0"
"多摩立川","17","1","0","1","0","0","0","0","0","2","1"
"多摩府中","1","0","0","0","0","0","30","0","0","3","3"
"多摩小平","0","0","0","0","0","0","0","0","0","1","2"
"島しょ","0","0","0","0","0","0","0","1","0","0","1"
"合計","211","97","74","84","17","0","84","5","1","55","25"


