"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2020年39週
"集計期間終了週",2020年39週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","0","0","0","410"
"RSウイルス感染症","0","0","0","258"
"咽頭結膜熱","9","6","15","258"
"Ａ群溶血性レンサ球菌咽頭炎","37","36","73","258"
"感染性胃腸炎","249","189","438","258"
"水痘","20","21","41","258"
"手足口病","4","8","12","258"
"伝染性紅斑","2","1","3","258"
"突発性発しん","42","50","92","258"
"ヘルパンギーナ","10","9","19","258"
"流行性耳下腺炎","13","6","19","258"
"不明発しん症","4","7","11","258"
"川崎病","0","2","2","258"
"急性出血性結膜炎","0","0","0","38"
"流行性角結膜炎","4","4","8","38"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","0","0","0","25"
"マイコプラズマ肺炎","0","0","0","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"感染性胃腸炎（ロタウイルス）","0","0","0","25"
"インフルエンザ入院","0","0","0","25"
