"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2013年17週
"集計期間終了週",2013年17週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","224","204","428","409"
"RSウイルス感染症","16","16","32","260"
"咽頭結膜熱","61","55","116","260"
"Ａ群溶血性レンサ球菌咽頭炎","432","385","817","260"
"感染性胃腸炎","1205","1131","2336","260"
"水痘","122","98","220","260"
"手足口病","18","19","37","260"
"伝染性紅斑","26","18","44","260"
"突発性発しん","120","98","218","260"
"百日咳","0","0","0","260"
"ヘルパンギーナ","9","5","14","260"
"流行性耳下腺炎","24","16","40","260"
"不明発しん症","7","12","19","260"
"川崎病","1","2","3","260"
"急性出血性結膜炎","0","0","0","37"
"流行性角結膜炎","9","12","21","37"
"細菌性髄膜炎","0","2","2","25"
"無菌性髄膜炎","3","2","5","25"
"マイコプラズマ肺炎","7","10","17","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"インフルエンザ入院","1","4","5","25"
