"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2021年22週"
"集計期間終了週","2021年22週"
"性別","男性"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","0","58","2","1","53","3","0","0","7","1","0","0","1","0","0","0","0","0","0","0","0","","","","","",""
"区南部","0","41","4","2","42","1","1","0","10","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"区西南部","0","33","1","2","46","4","1","4","4","0","3","0","0","0","0","0","0","0","0","0","0","","","","","",""
"区西部","0","10","6","4","37","1","0","0","5","0","0","3","1","0","0","0","0","0","0","0","0","","","","","",""
"区西北部","0","10","2","13","57","2","1","1","8","4","0","0","0","0","1","0","0","0","0","0","0","","","","","",""
"区東北部","0","19","5","3","70","3","0","0","18","1","3","0","0","0","0","0","0","0","0","0","0","","","","","",""
"区東部","0","31","1","2","87","1","2","0","8","0","2","0","0","0","1","0","0","0","0","0","0","","","","","",""
"西多摩","0","1","1","2","13","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","0","18","5","11","83","0","0","0","8","1","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩西部","0","2","0","4","18","0","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩南部","0","5","2","2","40","3","0","0","3","0","0","2","0","0","1","0","0","0","0","0","0","","","","","",""
"北多摩北部","0","8","1","7","28","2","0","0","11","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"島しょ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","0","236","30","53","574","20","6","5","84","7","9","7","2","0","3","0","0","0","0","0","0","","","","","",""


"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2021年22週"
"集計期間終了週","2021年22週"
"性別","女性"

