"定点報告疾患 週報告分 年齢別集計表"
"東京都"
"集計期間開始週","2006年9週"
"集計期間終了週","2006年9週"
"性別","男性"

"*急性呼吸器感染症（ARI）の「～5ヶ月」は「0歳」、「1歳」は「1～4歳」、「5歳」は「5～9歳」と読み替えてください。"
"*小児科定点把握対象疾患のうち「20-29歳」は「20歳以上」と読み替えてください。"
"*眼科疾患のうち、「70-79歳」は「70歳以上」と読み替えてください。"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん"
"～5ヶ月","2","0","1","0","6","2","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"～1歳","9","1","0","0","24","2","0","0","14","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1歳","26","0","0","4","65","15","1","1","9","0","0","2","0","2","3","0","0","0","0","0","0","0","0"
"2歳","18","0","2","9","33","14","0","1","3","0","0","3","0","1","0","0","0","0","0","0","0","0","0"
"3歳","33","0","3","15","35","12","1","1","0","0","0","0","1","6","1","0","0","0","0","0","0","0","0"
"4歳","39","0","2","30","43","19","0","3","0","0","0","1","0","8","0","0","0","0","0","0","0","0","0"
"5歳","41","0","2","29","46","12","0","6","0","0","0","0","0","8","0","0","0","0","0","0","0","0","0"
"6歳","57","0","5","25","35","10","0","2","0","0","0","0","0","9","0","0","0","0","0","0","0","0","0"
"7歳","51","0","4","16","49","1","0","2","0","0","0","0","0","6","0","0","0","0","0","0","0","0","0"
"8歳","27","0","2","14","24","0","0","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"9歳","30","0","1","10","32","1","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0"
"10～14歳","51","0","0","10","56","0","0","2","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0"
"15～19歳","2","0","0","0","8","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
