"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2011年29週
"集計期間終了週",2011年29週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","1","2","3","413"
"RSウイルス感染症","29","17","46","262"
"咽頭結膜熱","117","95","212","262"
"Ａ群溶血性レンサ球菌咽頭炎","160","142","302","262"
"感染性胃腸炎","451","371","822","262"
"水痘","89","66","155","262"
"手足口病","1423","1074","2497","262"
"伝染性紅斑","44","50","94","262"
"突発性発しん","102","106","208","262"
"百日咳","3","4","7","262"
"ヘルパンギーナ","961","835","1796","262"
"流行性耳下腺炎","65","50","115","262"
"不明発しん症","44","38","82","262"
"川崎病","3","2","5","262"
"急性出血性結膜炎","1","0","1","36"
"流行性角結膜炎","11","12","23","36"
"細菌性髄膜炎","2","0","2","24"
"無菌性髄膜炎","0","0","0","24"
"マイコプラズマ肺炎","7","7","14","24"
"クラミジア肺炎(オウム病は除く)","0","0","0","24"
"インフルエンザ入院","0","0","0","25"
