"定点報告疾患 月報告分 年齢別集計表"
"東京都"
"集計期間開始月","2010年10月"
"集計期間終了月","2010年10月"
"性別","男性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","3","6","0"
"1～4歳","0","0","0","0","0","0","7","9","0"
"5～9歳","0","0","0","0","0","0","2","2","0"
"10～14歳","0","0","0","0","0","0","2","0","0"
"15～19歳","4","0","1","1","0","0","0","1","0"
"20～24歳","10","7","6","9","0","2","0","0","0"
"25～29歳","31","6","4","17","0","3","1","0","0"
"30～34歳","26","9","8","21","0","1","2","0","0"
"35～39歳","19","11","12","13","0","2","2","1","0"
"40～44歳","12","9","11","6","0","1","0","0","0"
"45～49歳","14","9","5","6","0","0","0","0","0"
"50～54歳","5","5","2","0","0","0","3","0","0"
"55～59歳","3","4","3","2","0","1","6","2","0"
"60～64歳","1","4","0","2","0","0","6","1","0"
"65～69歳","0","2","0","0","0","0","8","3","0"
"70歳以上","1","4","0","1","0","0","35","4","1"
"合計","126","70","52","78","0","10","77","29","1"


"定点報告疾患 月報告分 年齢別集計表"
"東京都"
"集計期間開始月","2010年10月"
"集計期間終了月","2010年10月"
"性別","女性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","6","4","0"
"1～4歳","0","0","0","0","0","0","3","7","0"
"5～9歳","0","0","0","0","0","0","2","1","0"
"10～14歳","0","0","0","0","0","0","0","0","0"
"15～19歳","11","3","2","4","1","0","0","0","0"
"20～24歳","31","5","6","6","3","0","0","0","0"
"25～29歳","29","7","6","2","1","0","1","0","0"
"30～34歳","19","7","6","1","2","0","1","1","0"
"35～39歳","5","7","1","0","1","0","2","1","0"
"40～44歳","2","3","0","0","0","0","0","0","1"
"45～49歳","2","1","0","0","3","0","0","0","0"
"50～54歳","0","0","1","0","0","0","1","0","0"
"55～59歳","2","1","0","0","0","0","0","1","0"
"60～64歳","0","0","0","0","0","0","3","1","0"
"65～69歳","0","0","0","0","0","1","2","1","0"
"70歳以上","0","2","0","0","1","0","18","3","1"
"合計","101","36","22","13","12","1","39","20","2"


"定点報告疾患 月報告分 年齢別集計表"
"東京都"
"集計期間開始月","2010年10月"
"集計期間終了月","2010年10月"
"性別","男女合計"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","9","10","0"
"1～4歳","0","0","0","0","0","0","10","16","0"
"5～9歳","0","0","0","0","0","0","4","3","0"
"10～14歳","0","0","0","0","0","0","2","0","0"
"15～19歳","15","3","3","5","1","0","0","1","0"
"20～24歳","41","12","12","15","3","2","0","0","0"
"25～29歳","60","13","10","19","1","3","2","0","0"
"30～34歳","45","16","14","22","2","1","3","1","0"
"35～39歳","24","18","13","13","1","2","4","2","0"
"40～44歳","14","12","11","6","0","1","0","0","1"
"45～49歳","16","10","5","6","3","0","0","0","0"
"50～54歳","5","5","3","0","0","0","4","0","0"
"55～59歳","5","5","3","2","0","1","6","3","0"
"60～64歳","1","4","0","2","0","0","9","2","0"
"65～69歳","0","2","0","0","0","1","10","4","0"
"70歳以上","1","6","0","1","1","0","53","7","2"
"合計","227","106","74","91","12","11","116","49","3"
"定点数","54","54","54","54","54","54","23","23","23"


