"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2010年8週
"集計期間終了週",2010年8週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","201","204","405","288"
"RSウイルス感染症","44","39","83","149"
"咽頭結膜熱","18","11","29","149"
"Ａ群溶血性レンサ球菌咽頭炎","166","135","301","149"
"感染性胃腸炎","998","894","1892","149"
"水痘","96","91","187","149"
"手足口病","3","5","8","149"
"伝染性紅斑","27","14","41","149"
"突発性発しん","40","35","75","149"
"百日咳","1","3","4","149"
"ヘルパンギーナ","3","6","9","149"
"流行性耳下腺炎","41","55","96","149"
"不明発しん症","13","6","19","149"
"川崎病","0","2","2","149"
"急性出血性結膜炎","0","2","2","39"
"流行性角結膜炎","6","3","9","39"
"細菌性髄膜炎","0","1","1","23"
"無菌性髄膜炎","0","0","0","23"
"マイコプラズマ肺炎","2","7","9","23"
"クラミジア肺炎(オウム病は除く)","0","0","0","23"
